1.9787258551020657e-19,5.819269015500525e-19,1.2210073895633996e-18,1.4266835911355e-18,9.959922278091277e-19,6.358735808269246e-19,4.3046150327091257e-19,3.0487351546859986e-19,2.2378080753671453e-19,1.6909013252537116e-19,1.3087220376522476e-19,1.033610765274588e-19,8.305292969904724e-20,6.773639800734517e-20,5.596743603238965e-20,4.677481939495857e-20,3.94903649754547e-20,3.364375754119035e-20,2.8896773253825687e-20,2.500250498263096e-20,2.1777849311934337e-20,1.9084819326573692e-20,1.681814180879076e-20,1.489669770042138e-20,1.32572175436221e-20,1.1849762175545886e-20,1.0634697027669102e-20,9.580271613635485e-21,8.660765623085809e-21,7.85526377592822e-21
0,0,3.411395173037714e-20,4.963332180082229e-19,1.3131658315767776e-18,1.2581731169951516e-18,8.608908321553769e-19,6.097242434910981e-19,4.475448888153858e-19,3.3816762658893537e-19,2.617346256270103e-19,2.0671442744137349e-19,1.6609965169534873e-19,1.3546773312978761e-19,1.1193068883840072e-19,9.354614265587535e-20,7.897777828565234e-20,6.728500041556735e-20,5.779138664912114e-20,5.000314117966465e-20,4.3554070861723967e-20,3.816821217865979e-20,3.3635026563490064e-20,2.9792281963044076e-20,2.651344419064314e-20,2.369863865324269e-20,2.1268599176239073e-20,1.915982716007603e-20,1.7320883906472297e-20,1.5709940418534503e-20
0,0,0,7.1753913515313e-24,1.4989077046793877e-19,9.868008751548538e-19,1.2601770862733738e-18,9.145501137466365e-19,6.712907241957365e-19,5.07231333941302e-19,3.9258637686449537e-19,3.100593508421632e-19,2.4913960199694056e-19,2.0319354538615302e-19,1.678893783569774e-19,1.40313652146487e-19,1.1846197176126308e-19,1.0092350015667043e-19,8.668364395502542e-20,7.500173880525566e-20,6.532851676136487e-20,5.725004895595676e-20,5.045054005624443e-20,4.46866516280677e-20,3.976858991456815e-20,3.554654896427777e-20,3.190163422810504e-20,2.8738601582059703e-20,2.5980296037035956e-20,2.3563976584659748e-20
0,0,0,0,0,5.847322172542871e-20,8.013726251878768e-19,1.190659764888644e-18,8.950183146965264e-19,6.762812553522522e-19,5.234274580734743e-19,4.133958472003782e-19,3.3217278098192038e-19,2.709138350848106e-19,2.238435048429107e-19,1.870773480797354e-19,1.579429455820665e-19,1.3455925691766245e-19,1.1557354530309083e-19,9.999829797322756e-20,8.710118711000046e-20,7.633032974534803e-20,6.726468236361825e-20,5.957980676330931e-20,5.3022654775750477e-20,4.739349316259702e-20,4.253380223168132e-20,3.8316594923200594e-20,3.463900205420484e-20,3.141737231006495e-20
0,0,0,0,0,0,4.0827336246951175e-20,7.612169721041348e-19,1.1064482844469136e-18,8.453173915924552e-19,6.542578698504293e-19,5.16723916987112e-19,4.151991890288222e-19,3.386286025344857e-19,2.7979306855128605e-19,2.338372306688082e-19,1.9742069992804947e-19,1.681922708518831e-19,1.4446109082502144e-19,1.2499281879753545e-19,1.0887208200688866e-19,9.540905463381736e-20,8.407745356226438e-20,7.447174743666425e-20,6.627563883461315e-20,5.923947130220866e-20,5.316510323543819e-20,4.7893807227163125e-20,4.32970019974525e-20,3.92701276305524e-20
0,0,0,0,0,0,0,5.3772341587551366e-20,8.187166316487959e-19,1.013143582944723e-18,7.850776127914276e-19,6.2004356067313035e-19,4.98218826515917e-19,4.0633784804368865e-19,3.3573806973701137e-19,2.8059330012674503e-19,2.36895234979074e-19,2.0182254211256537e-19,1.733462806524299e-19,1.4998530139205512e-19,1.3064120155121832e-19,1.1448622370828804e-19,1.0088885372878226e-19,8.936247371598069e-20,7.952754215153715e-20,7.108448343708333e-20,6.379553728781218e-20,5.747023853758138e-20,5.1954295906225045e-20,4.71222425818995e-20
0,0,0,0,0,0,0,0,1.0560809140486255e-19,9.123029307190778e-19,9.158866874925945e-19,7.233547787292449e-19,5.812316938215123e-19,4.740415719209601e-19,3.916785086550192e-19,3.2734555666660576e-19,2.7636655091501926e-19,2.3545007085295725e-19,2.022291149169414e-19,1.7497574587067343e-19,1.524085458421879e-19,1.335618370556917e-19,1.1769888293977887e-19,1.0425198566911328e-19,9.277836478690935e-20,8.29285296211969e-20,7.442510443724449e-20,6.704588889809368e-20,6.061088381997243e-20,5.49737171998871e-20
0,0,0,0,0,0,0,0,0,2.3460585463943505e-19,9.618520808946586e-19,8.266575716264403e-19,6.642377913240548e-19,5.417397744749541e-19,4.4761438556033615e-19,3.7409400050152914e-19,3.1583464791583088e-19,2.690748572263629e-19,2.3110959375022977e-19,1.999641523473191e-19,1.7417411497903242e-19,1.5263589476299197e-19,1.345075412718893e-19,1.1914028336394176e-19,1.0602810680113882e-19,9.477160990854509e-20,8.505380473219417e-20,7.662075835235437e-20,6.926676577815911e-20,6.282455152030925e-20
0,0,0,0,0,0,0,0,0,1.4332200631462478e-21,4.663620719695132e-19,9.219316758357599e-19,7.472371194017314e-19,6.094324560141125e-19,5.035457007078134e-19,4.208386318445072e-19,3.5529952616133066e-19,3.0269690138598155e-19,2.599877172838782e-19,2.249505209358427e-19,1.9593790906091872e-19,1.7170839691709295e-19,1.5131482880169604e-19,1.340273668682992e-19,1.1927676825459317e-19,1.0661372435308658e-19,9.568163822108706e-20,8.619484694398782e-20,7.792194182022241e-20,7.06747455789354e-20
0,0,0,0,0,0,0,0,0,0,3.1887582807415495e-20,7.241032740044583e-19,8.302296784327773e-19,6.771196168469169e-19,5.594724543523349e-19,4.675794509085594e-19,3.947611858313635e-19,3.363162034850315e-19,2.8886348564948703e-19,2.4993485175010923e-19,2.1769992818702626e-19,1.9077934360490956e-19,1.681207456057914e-19,1.4891323625002735e-19,1.3252434920764768e-19,1.184548730087869e-19,1.0630860495235506e-19,9.5768154716624e-20,8.657641198560475e-20,7.852429941153955e-20
