8.74096706520594e-20,1.8722240976474626e-19,3.439639115323401e-19,5.704948400535314e-19,8.117160446209816e-19,8.843149357820296e-19,7.821731304386895e-19,5.92838026265836e-19,4.498393567953626e-19,3.4938395048963475e-19,2.767528470375338e-19,2.229472631412087e-19,1.8223867826719312e-19,1.50870379266963e-19,1.2630665856332828e-19,1.0680032122077087e-19,9.111401925172312e-20,7.835613252253571e-20,6.787323568037153e-20,5.917970414265356e-20,5.1910180558659976e-20,4.578451090667174e-20,4.058616412679656e-20,3.614571676856232e-20,3.233019137809147e-20,2.903348931615844e-20,2.6170301075095292e-20,2.3671554633122765e-20,2.1480972301914797e-20,1.9552624585312327e-20,1.784840672192318e-20,1.6336664055682382e-20,1.4990889495543332e-20,1.3788964545979174e-20,1.2712202729262996e-20,1.1744719750015517e-20,1.0872977440358464e-20,1.0085386985624837e-20,9.372078211631174e-21,8.724496448155766e-21,8.13523915742126e-21,7.597860436860264e-21,7.10678360409751e-21,6.657141309183009e-21,6.244652239275043e-21,5.865551686541468e-21,5.51651456166714e-21,5.194634697360376e-21,4.897322616040218e-21,4.622277451040313e-21
0,0,0,2.7865912733171766e-23,3.408608581764396e-20,2.0025192363124043e-19,5.068998186568731e-19,8.098555162425562e-19,8.519231214013591e-19,6.987417866481237e-19,5.534850084783683e-19,4.458778623267619e-19,3.6446373529853625e-19,3.017294818881651e-19,2.5260387647002934e-19,2.1359265976531712e-19,1.822212282831501e-19,1.5670640839942663e-19,1.3574139824805422e-19,1.1835498496137102e-19,1.0381648114617919e-19,9.156559969885455e-20,8.116929468399595e-20,7.228873186403441e-20,6.465796627047297e-20,5.806480855509022e-20,5.2338646078918576e-20,4.734133996111414e-20,4.296033903144071e-20,3.9103787730531384e-20,3.5695479383701626e-20,3.2672107044815005e-20,2.9980658513022607e-20,2.757689845049411e-20,2.542345529847657e-20,2.348856165346614e-20,2.174514219160221e-20,2.01700201497444e-20,1.874345591726143e-20,1.744834079311959e-20,1.626987025505898e-20,1.5195152979736936e-20,1.42130360192261e-20,1.3313785037431383e-20,1.2488837728671508e-20,1.1730664958671284e-20,1.103261679733066e-20,1.0388881127284661e-20,9.794279186919105e-21,9.24420941487712e-21
0,0,0,0,0,0,7.717309492372829e-22,7.35565219756253e-20,3.495549553317024e-19,7.128156127575792e-19,7.990866277400627e-19,6.687902835767767e-19,5.466739335561071e-19,4.525762833400665e-19,3.7889079600273343e-19,3.203762903789955e-19,2.7332100836144597e-19,2.350502955335002e-19,2.036040267926429e-19,1.7752544058137592e-19,1.5571854925332308e-19,1.3734295546522587e-19,1.2174911606096658e-19,1.0842879982976763e-19,9.698310513078782e-20,8.709376055752935e-20,7.850485729540909e-20,7.100919523628427e-20,6.443795431659228e-20,5.865335665860552e-20,5.3541096781206886e-20,4.900621802914105e-20,4.4969205253004185e-20,4.1363708076087104e-20,3.813367138220696e-20,3.523144595485642e-20,3.261642041802285e-20,3.0253831004982834e-20,2.8114069473418887e-20,2.6171473788987653e-20,2.4403838048510283e-20,2.27918260334335e-20,2.1318708984970915e-20,1.9969885977740208e-20,1.873251406229605e-20,1.7595299984874452e-20,1.6548269245700607e-20,1.5582704014289675e-20,1.4690836456126512e-20,1.3865764502764158e-20
0,0,0,0,0,0,0,0,4.239713354608889e-23,5.843082459188262e-20,3.5243030189882747e-19,7.025373569925019e-19,7.235048438357641e-19,6.034107843095036e-19,5.051674177364503e-19,4.2715121354801325e-19,3.644133599014063e-19,3.133877942814721e-19,2.714611216231298e-19,2.366910712720832e-19,2.076163851164122e-19,1.8311657841421917e-19,1.6232562844247652e-19,1.4456592083031497e-19,1.2930560810621884e-19,1.1612034545565052e-19,1.046689348437069e-19,9.467512056639768e-20,8.591381825516139e-20,7.82013314585478e-20,7.138525899569364e-20,6.533899708303302e-20,5.995652978373393e-20,5.514939348553226e-20,5.084285103832633e-20,4.6973372707654083e-20,4.3486812169119474e-20,4.033681959725376e-20,3.7483918922769836e-20,3.489389547547813e-20,3.253714257481076e-20,3.038787963253913e-20,2.8423802533685525e-20,2.662544416041605e-20,2.4975681268577368e-20,2.3459456791853837e-20,2.2063471931890856e-20,2.0776103382023944e-20,1.9586994445957447e-20,1.84869427357443e-20
0,0,0,0,0,0,0,0,0,0,9.850131749309506e-22,1.0280924446670929e-19,4.690183725452673e-19,7.042482989616111e-19,6.314316636494808e-19,5.339174297591391e-19,4.554982833183056e-19,3.917189050004693e-19,3.393126830488636e-19,2.9585187730321895e-19,2.595099889720399e-19,2.288864687545085e-19,2.028988320135072e-19,1.807000950304194e-19,1.616254753441189e-19,1.4514456338178094e-19,1.3083087884308952e-19,1.1833911605934328e-19,1.0738793094505287e-19,9.774771221947418e-20,8.92279661085104e-20,8.167044428094928e-20,7.494263217353648e-20,6.893395474167615e-20,6.355099432477366e-20,5.871434196538855e-20,5.435631749444838e-20,5.041898597252381e-20,4.6853004308029824e-20,4.3615605892355045e-20,4.0669783871038745e-20,3.798331381168297e-20,3.552831669776083e-20,3.3280459615800474e-20,3.1218339375977e-20,2.9323135406343124e-20,2.7578224881044265e-20,2.5969079254163293e-20,2.4482753178732657e-20,2.310774413488469e-20
0,0,0,0,0,0,0,0,0,0,0,0,1.50935005400079e-20,2.440200754613031e-19,6.133753972350362e-19,6.394787790114805e-19,5.465757790271296e-19,4.700436280473711e-19,4.071587113789785e-19,3.5500785894432146e-19,3.113993610566351e-19,2.746526266946231e-19,2.4346872695891133e-19,2.168313225947093e-19,1.9394270699173821e-19,1.7416641446815587e-19,1.5699068941275163e-19,1.4200118182293492e-19,1.288602924841034e-19,1.1729249903043852e-19,1.0706921820094909e-19,9.800055969729638e-20,8.992751249068901e-20,8.271739190732169e-20,7.625810129944764e-20,7.045435378155205e-20,6.522493644353134e-20,6.050033017672765e-20,5.622132567188469e-20,5.233660507935479e-20,4.880176197424683e-20,4.5578128605470007e-20,4.2632251509565214e-20,3.993493237421392e-20,3.7460488412936705e-20,3.518633585505741e-20,3.3092528118286234e-20,3.116163165436706e-20,2.9378112676757366e-20,2.7728168721237864e-20
0,0,0,0,0,0,0,0,0,0,0,0,0,6.0326590286937e-22,1.0500482550199318e-19,4.857675800134676e-19,6.282566297607651e-19,5.483619637790908e-19,4.74999206922638e-19,4.1415901646495547e-19,3.632845016066495e-19,3.20415052443112e-19,2.8403531346355964e-19,2.5295960368782905e-19,2.262573031963414e-19,2.0318589884702333e-19,1.8314836667189938e-19,1.6566131796499702e-19,1.503309029701592e-19,1.3683569198050338e-19,1.249090153543095e-19,1.1432934340648812e-19,1.0491117080347526e-19,9.649970504527786e-20,8.89641720202526e-20,8.219340820964199e-20,7.609266906589495e-20,7.058085225580435e-20,6.55888830570244e-20,6.105689307621759e-20,5.693307692149114e-20,5.3172324048508646e-20,4.973560700147022e-20,4.6588862465979795e-20,4.3702128407900956e-20,4.1049058164714395e-20,3.8606381668744566e-20,3.635376060629691e-20,3.427307296233897e-20,3.2348216515858364e-20
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0165665740628175e-20,3.6502001779950314e-19,6.017903034964983e-19,5.428341699891196e-19,4.733053501347847e-19,4.151654108586219e-19,3.6617374620860134e-19,3.245985917123908e-19,2.8908493847448362e-19,2.585692641052472e-19,2.3220301665068004e-19,2.0930391073978279e-19,1.8931952459339358e-19,1.7179976250110255e-19,1.5637729115876404e-19,1.427473576499213e-19,1.306567954829657e-19,1.198936071802041e-19,1.102808942183767e-19,1.0166920654511409e-19,9.393150530317541e-20,8.695951541108406e-20,8.066055225571e-20,7.495567650615466e-20,6.977646992269831e-20,6.506372874984148e-20,6.076590017542001e-20,5.683838320585925e-20,5.324224992143264e-20,4.994325938932472e-20,4.6911302362041617e-20,4.411978555755634e-20,4.154546613362321e-20,3.9167634057793065e-20,3.6967887539808493e-20
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.465185880929822e-20,2.736026614611404e-19,5.690255873746929e-19,5.324468602232879e-19,4.670420890489287e-19,4.119287081995737e-19,3.6515856189021663e-19,3.2520732711926496e-19,2.908785898656733e-19,2.6121776801133185e-19,2.3545732173557004e-19,2.1297580181591447e-19,1.9326687117474828e-19,1.7591729665425477e-19,1.605842451690585e-19,1.4698291600111907e-19,1.3487482168913756e-19,1.2406095948940715e-19,1.14373204931918e-19,1.0566864511563274e-19,9.782547552860946e-20,9.073943022236898e-20,8.432170606195182e-20,7.849533565852449e-20,7.319371749634219e-20,6.835885702080144e-20,6.39405801550935e-20,5.989509477088619e-20,5.618388138564344e-20,5.277306847374818e-20,4.9632739809841356e-20,4.673674826000004e-20,4.406179598541993e-20,4.1587181814136096e-20
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.377359236589995e-21,2.1293298828621863e-19,5.376805092890652e-19,5.189145364139765e-19,4.576799386245385e-19,4.0571522418187223e-19,3.613267697867857e-19,3.231852806248562e-19,2.902301530612016e-19,2.6160859977844443e-19,2.3663014974036345e-19,2.1473222908892404e-19,1.954557085560209e-19,1.7841967799300522e-19,1.6330770503534792e-19,1.498548143985463e-19,1.3783990092116624e-19,1.2707616723855757e-19,1.1740482770050109e-19,1.086905494679883e-19,1.0081748620171165e-19,9.36869717670977e-20,8.721349032342881e-20,8.132304319804234e-20,7.595119461925472e-20,7.104219788153837e-20,6.654739704465804e-20,6.242399442529618e-20,5.863435652654674e-20,5.514524445072263e-20,5.1927607009084545e-20,4.895555876752268e-20,4.620609935989168e-20
