"Ev_MeV","1-3 eV","3-5 eV","5-7 eV","7-9 eV","9-11 eV","11-13 eV","13-15 eV","15-17 eV","17-19 eV","19-21 eV","21-23 eV","23-25 eV","25-27 eV","27-29 eV","29-31 eV","31-33 eV","33-35 eV","35-37 eV","37-39 eV","39-41 eV","41-43 eV","43-45 eV","45-47 eV","47-49 eV","49-51 eV","51-56 eV","56-61 eV","61-66 eV","66-71 eV","71-81 eV","81-120 eV"
0.3608204102051025,2.017174991505376e-17,1.466398632084172e-17,-5.014703398000877e-36,-2.286188184850989e-35,8.137433207851202e-35,-5.851245023000213e-35,0,5.370227130980542e-35,1.315771163141443e-34,1.35361000121261e-33,-1.5388893888365599e-33,0,0,0,0,-3.367631201472733e-35,-1.900512810334665e-33,4.789947451502076e-34,1.4551943771991847e-33,0,0,0,0,0,0,0,0,0,3.868184732939843e-33,-3.868184732939843e-33,0
0.364232116058029,1.96646229365237e-17,1.5626232387634346e-17,-4.875103362192405e-36,-2.2225449487231385e-35,7.910902169613139e-35,-5.68835722089e-35,0,5.220729974262684e-35,1.2791425359002935e-34,8.511804943027417e-34,-1.031302047635398e-33,0,0,0,0,-3.273882598813055e-35,-1.8476060608581263e-33,1.6429605801667063e-33,2.373843066795506e-34,0,0,0,0,0,0,0,0,0,5.3117508430582306e-33,-5.3117508430582306e-33,0
0.36764382191095546,1.912966850725081e-17,1.6606971179744596e-17,5.8809388792999765e-21,-2.161242240112385e-35,7.6927019794075e-35,-5.531459739295115e-35,0,5.076730687079979e-35,1.2438609537685278e-34,8.277030524416105e-34,-1.0028564546892631e-33,0,0,0,0,-3.183581670997779e-35,-1.796644996587494e-33,1.5976440911738616e-33,2.308367221236105e-34,0,0,0,0,0,0,0,0,0,5.9654552259544226e-33,-5.9654552259544226e-33,0
0.3710555277638819,1.860683658996665e-17,1.7526523904839047e-17,5.752872450741076e-20,-2.1021734473789833e-35,7.482453164930405e-35,-5.380279717551421e-35,0,4.937978840039071e-35,1.2098650584895686e-34,8.050811458630426e-34,-9.754474401123901e-34,0,0,0,0,-3.096571375537218e-35,-1.7475409910534312e-33,7.909247057152947e-34,9.875819990935089e-34,0,0,0,0,0,0,0,0,0,7.304361930552206e-33,-7.304361930552206e-33,0
0.3744672336168084,1.8102885061448014e-17,1.8371570693302632e-17,1.6165376742568488e-19,-2.0452377336215368e-35,7.279796808418461e-35,-5.234559074796924e-35,0,4.8042375685339383e-35,1.1770968153452243e-34,7.832761564938132e-34,-9.49028213713675e-34,0,0,0,0,-3.0127031763232524e-35,-1.7002102183381362e-33,1.7277968215282995e-33,2.5404285730693865e-36,0,0,0,0,0,0,0,0,0,5.2331628569104286e-33,-5.2331628569104286e-33,0
0.37787893946973483,1.7616969302786468e-17,1.91439720297462e-17,3.173810684539614e-19,-1.9903396750191345e-35,7.084393259367722e-35,-5.094053584348588e-35,0,4.6752827232161645e-35,1.1455013050105411e-34,7.622515393384664e-34,-9.235544970716821e-34,0,0,0,0,-2.9318365108952796e-35,-1.6545733524284433e-33,3.8975292306777404e-33,-2.2136375131403448e-33,0,0,0,0,0,0,0,0,0,5.49453400692427e-33,-5.49453400692427e-33,0
0.3812906453226613,1.7148289633498618e-17,1.9845475236850205e-17,5.238967900305174e-19,-1.9373889248290374e-35,6.89592093857073e-35,-4.958532013741693e-35,0,4.5509020807297433e-35,1.1150265301742007e-34,7.4197269379862655e-34,-8.989843676233441e-34,0,0,0,0,-2.853838295497635e-35,-1.6105552878964244e-33,3.7938398457740135e-33,-2.154746174922613e-33,0,0,0,0,0,0,0,0,0,5.348358104758806e-33,-5.348358104758806e-33,0
0.38470235117558776,1.669608854661034e-17,2.047772484847519e-17,7.804392394368336e-19,-1.886299901010499e-35,6.714075226248157e-35,-4.827775325237659e-35,0,4.430894609943383e-35,1.0856232357564837e-34,7.224068440405413e-34,-8.752781137156237e-34,0,0,0,0,-2.7785824649390896e-35,-1.5680848802204466e-33,2.4650218574520054e-33,-8.691511525821677e-34,0,0,0,0,0,0,0,0,0,7.664870244767206e-33,-7.664870244767206e-33,0
0.38811405702851426,1.6259648136463036e-17,2.10422636651465e-17,1.0863037361538075e-18,-1.8369914956220418e-35,6.538567427680659e-35,-4.701575932058618e-35,0,4.3150697893283905e-35,1.0572447416585236e-34,7.035229277013288e-34,-8.52398099760465e-34,0,0,0,0,-2.7059495445253843e-35,-1.5270947042065478e-33,2.4005854987512818e-33,-8.464312990994802e-34,0,0,0,0,0,0,0,0,0,7.464508399295847e-33,-7.464508399295847e-33,0
0.3915257628814407,1.5838287704260678e-17,2.154054200542352e-17,1.4408343378116198e-18,-1.789386804299629e-35,6.369123810316434e-35,-4.579737006016805e-35,0,4.2032469715063154e-35,1.0298467870687258e-34,6.852914922857169e-34,-8.303086407076527e-34,0,0,0,0,-2.6358262515715795e-35,-1.4875208291030996e-33,2.3383755582406882e-33,4.20905150923255e-34,-1.2454016175451278e-33,0,0,0,0,0,0,0,0,7.257472287894343e-33,-7.257472287894343e-33,0
