3.914252295291165e-20,6.319563963959968e-20,9.553442291769525e-20,1.373878432692447e-19,1.8998482366351522e-19,2.545542346172926e-19,3.323140397668937e-19,4.16129048518574e-19,4.725643012779317e-19,4.941951820071477e-19,4.850415762013308e-19,4.474468329270216e-19,3.8684344383543627e-19,3.2831059017437263e-19,2.8083819379931955e-19,2.420957542439619e-19,2.10165172023647e-19,1.8361265455931492e-19,1.613518508011592e-19,1.425494619924314e-19,1.2656019047732206e-19,1.1287661042959205e-19,1.0109658344862296e-19,9.090032159038479e-20,8.203038692049055e-20,7.427796043684718e-20,6.747246017937677e-20,6.147361705544476e-20,5.616537288522755e-20,5.145114258469916e-20,4.725033187718622e-20,4.349485530456731e-20,4.012701658347118e-20,3.7098072246973106e-20,3.4366451151851645e-20,3.1896553128633847e-20,2.9657772139483716e-20,2.762369783975127e-20,2.5771459719812254e-20,2.4081185818901423e-20,2.2535620418710172e-20,2.1119591769733575e-20,1.9819745037530444e-20,1.8624407061566144e-20,1.752328393329307e-20,1.6507274606876553e-20,1.5568312740277707e-20,1.4699232047804307e-20,1.3893651305323148e-20,1.3145875840147057e-20,1.245083782998449e-20,1.1803965471058659e-20,1.120113375987307e-20,1.0638658310258625e-20,1.0113218415814133e-20,9.62181586106016e-21,9.161738976951396e-21,8.730531201617775e-21,8.325963521117586e-21,7.94601025989569e-21,7.588838763179841e-21,7.252765582154593e-21,6.93624496659989e-21,6.637875679824689e-21,6.35637525048312e-21,6.090568396265875e-21,5.839376718949899e-21,5.6018095159157055e-21,5.376955573925146e-21,5.1639758286311126e-21,4.962102228294882e-21,4.770619643495323e-21,4.588862742083089e-21,4.4162219277505055e-21,4.252132873788505e-21,4.0960726503016614e-21,3.947556225348588e-21,3.8061332998956365e-21,3.671385441190066e-21,3.5429234832801615e-21,3.4203881031988745e-21,3.3034411755842914e-21,3.191764852376626e-21,3.0850655856745675e-21,2.9830692248300034e-21,2.885519537883967e-21,2.7921768603718383e-21,2.7028168592872746e-21,2.6172294012873052e-21,2.5352175153536407e-21
0,0,0,0,0,0,5.424740589508183e-24,4.1982449136269635e-21,2.991028207616067e-20,8.146814990206309e-20,1.574815459012708e-19,2.5738352220488906e-19,3.7273044021763614e-19,4.546633949695633e-19,4.857719963895798e-19,4.708057330479213e-19,4.2015579876084327e-19,3.672115851863857e-19,3.226916415301344e-19,2.8508826927719825e-19,2.5311092134804406e-19,2.2574478401719625e-19,2.0218561054082434e-19,1.817938489330775e-19,1.6405464256710593e-19,1.4855036904667723e-19,1.3493987720160263e-19,1.2294263933087671e-19,1.1232654774949734e-19,1.0289843950856186e-19,9.449713207865675e-20,8.69864596325143e-20,8.025103391583915e-20,7.419337163806039e-20,6.873033361992594e-20,6.379072218338667e-20,5.931332754038625e-20,5.524533097563779e-20,5.1540993179324653e-20,4.81605717152249e-20,4.50695564364816e-20,4.223760497808112e-20,3.9638008669334e-20,3.72474220616689e-20,3.504525810739785e-20,3.3013315395099464e-20,3.113546184360612e-20,2.939736541716976e-20,2.778626414448177e-20,2.629076910581006e-20,2.4900745035360497e-20,2.360704866729413e-20,2.2401430302936942e-20,2.1276521445336273e-20,2.0225680929892397e-20,1.9242912549744865e-20,1.8322793169483877e-20,1.7460409848982396e-20,1.6651304726962266e-20,1.589142660372018e-20,1.5177110306691476e-20,1.4504989064072843e-20,1.3871971490959627e-20,1.3275255218703683e-20,1.2712275400470225e-20,1.2180681559485862e-20,1.1678316979908209e-20,1.1203200330547309e-20,1.0753509253034528e-20,1.0327565681390612e-20,9.923833569545331e-21,9.54088271210801e-21,9.177382494509495e-21,8.832113769698066e-21,8.50394792643558e-21,8.19183914401703e-21,7.894817394812837e-21,7.611982114412827e-21,7.342496468586822e-21,7.085582154519194e-21,6.840520553133056e-21,6.606635438977399e-21,6.383291139689865e-21,6.169900581408763e-21,5.9659154833289576e-21,5.770823400684307e-21,5.5841450224590334e-21,5.4054316994079814e-21,5.234263180551408e-21,5.070245538575115e-21
0,0,0,0,0,0,0,0,0,0,0,7.1753913515313e-24,4.24608202116425e-21,3.733902029128914e-20,1.0830566815548585e-19,2.1514666717145379e-19,3.4288452867461163e-19,4.287696793087879e-19,4.541203887413336e-19,4.2640536435891656e-19,3.7965133317312363e-19,3.3860375424558783e-19,3.032663947546374e-19,2.726799647464111e-19,2.4607220989171808e-19,2.228167214261786e-19,2.0240179287783979e-19,1.8440664937412246e-19,1.6848314318761314e-19,1.5434154137956722e-19,1.417400797390603e-19,1.3047451762100485e-19,1.2037177950443003e-19,1.11285646249402e-19,1.0309141403012831e-19,9.568229056263221e-20,8.896646480409094e-20,8.286471182193982e-20,7.730842537090978e-20,7.223799415957624e-20,6.760165501947353e-20,6.335389620710326e-20,5.94546563044099e-20,5.58689185265529e-20,5.2565803526014574e-20,4.951801026783775e-20,4.670134158941273e-20,4.4094300289236514e-20,4.167774416911618e-20,3.943459052658808e-20,3.7349637065558834e-20,3.5409169430887875e-20,3.360081356505458e-20,3.1913517160727965e-20,3.033731886586256e-20,2.886322472667545e-20,2.748310036248743e-20,2.6189576655209506e-20,2.497596707796904e-20,2.383619507207737e-20,2.2764763096602355e-20,2.1756621194012287e-20,2.0807132470750193e-20,1.9912093540460205e-20,1.9067657285384536e-20,1.827029813011198e-20,1.7516781129107688e-20,1.6804134403387855e-20,1.612962452374886e-20,1.5490734490992144e-20,1.4885160327338828e-20,1.4310756809736548e-20,1.3765528095443995e-20,1.3247645536368652e-20,1.2755416282755502e-20,1.2287271665726873e-20,1.1841756701511931e-20,1.1417520597038962e-20,1.1013308150717143e-20,1.062795195459745e-20,1.0260374122790442e-20,9.909560357324965e-21,9.574557187451731e-21,9.254484037283002e-21,8.948518518209415e-21,8.655891993549438e-21,8.375885525277107e-21,8.107826166199375e-21,7.851083564832879e-21,7.605066853627491e-21
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4418087329970192e-23,6.867290445393552e-21,5.1591513192705186e-20,1.4341763185360167e-19,2.747310894882774e-19,3.8322390384599785e-19,4.236731283468762e-19,4.0342796709755936e-19,3.635586694442086e-19,3.280830892677694e-19,2.9707701791350086e-19,2.6985820751525613e-19,2.4586564746503993e-19,2.246351594552672e-19,2.0578044843194601e-19,1.8897917507350347e-19,1.7395902946804891e-19,1.6048925353192165e-19,1.4837489624988657e-19,1.3744969253891157e-19,1.275712584115792e-19,1.1861718406561446e-19,1.1048184050441399e-19,1.0307375641189192e-19,9.631345326158476e-20,9.013191627027914e-20,8.446846555294673e-20,7.926968803298733e-20,7.448889654100559e-20,7.008492026891782e-20,6.60213593002406e-20,6.226595204857214e-20,5.879003673092266e-20,5.556809144247709e-20,5.2577340162327595e-20,4.97975139772618e-20,4.7210327815577336e-20,4.4799283597219015e-20,4.2549645504866096e-20,4.0448132269764934e-20,3.8482752435655125e-20,3.6642660597670763e-20,3.491803166004476e-20,3.3299950612041767e-20,3.1780315701141385e-20,3.035179716746058e-20,2.900766200499107e-20,2.7741727937548776e-20,2.654839067531313e-20,2.5422520934163388e-20,2.4359418135871478e-20,2.3354769193132032e-20,2.2404611759939528e-20,2.1505301410546662e-20,2.0653482280944646e-20,1.984608252426528e-20,1.9080241958099135e-20,1.835329956577735e-20,1.766281724786707e-20,1.700653796210606e-20,1.638237023407852e-20,1.578837416341708e-20,1.522274876510143e-20,1.468382050429497e-20,1.4170032899644044e-20,1.367994882774231e-20,1.3212215945665872e-20,1.27655630101927e-20,1.2338815967342019e-20,1.193087834305177e-20,1.1540725329615658e-20,1.1167398381537414e-20,1.0810000271965997e-20,1.046769056604663e-20,1.0139681472052321e-20
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.625683647210831e-21,3.8201652599740345e-20,1.2881106157439362e-19,2.6416262694519137e-19,3.6824328358454974e-19,3.9788909938823146e-19,3.712500636373083e-19,3.373091214213737e-19,3.073196338838104e-19,2.80782596808447e-19,2.5721516090019943e-19,2.3621441829734126e-19,2.1743999537188487e-19,2.0060345618120273e-19,1.8546112180859756e-19,1.7180516930290932e-19,1.59457625875604e-19,1.482654854601294e-19,1.3809671714896201e-19,1.2883698641973078e-19,1.2038694913100635e-19,1.1266034029161007e-19,1.055813131118692e-19,9.908310394539959e-20,9.31073561899122e-20,8.760260841597425e-20,8.252336256754397e-20,7.782929329204072e-20,7.348457480922357e-20,6.945730602788818e-20,6.571901807294416e-20,6.224437582721713e-20,5.901052387516197e-20,5.599684045048218e-20,5.318490652623895e-20,5.055812118769301e-20,4.8101495720537674e-20,4.580147391679079e-20,4.3645774903279706e-20,4.162325536712808e-20,3.972378852712812e-20,3.793821255385416e-20,3.6258111530065456e-20,3.4675757922969005e-20,3.318414665351618e-20,3.177686637577752e-20,3.0448041604523625e-20,2.919228119859564e-20,2.800463242573394e-20,2.688053993793475e-20,2.5815809074784214e-20,2.4806600182940704e-20,2.3849338178939037e-20,2.294069692642441e-20,2.2077628924321338e-20,2.1257312983867396e-20,2.0477134867740826e-20,1.9734669798520234e-20,1.9027666635947605e-20,1.8354033546053546e-20,1.7711825005806727e-20,1.709924468357792e-20,1.6514602219056356e-20,1.5956308622460017e-20,1.5422896385646747e-20,1.4912994971452082e-20,1.4425323422034432e-20,1.3958683603965985e-20,1.3511954029026604e-20,1.3084084196121323e-20,1.2674089405404473e-20
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0954457988278607e-24,4.2149593607511874e-21,4.955628678100135e-20,1.5658037642621964e-19,2.9362303248892054e-19,3.685132227336557e-19,3.6757244842309705e-19,3.36925455502962e-19,3.086456790186657e-19,2.834458096257789e-19,2.609174155306135e-19,2.4071438763503486e-19,2.225443230945011e-19,2.061578444786461e-19,1.9134139309998182e-19,1.779113691227143e-19,1.6570934188139825e-19,1.545981155118045e-19,1.4445848187752066e-19,1.351869271861065e-19,1.266924389800615e-19,1.1889490413191726e-19,1.1172429755809912e-19,1.0511886804699497e-19,9.902402014493149e-20,9.339136539072553e-20,8.8177914591088e-20,8.33453879886292e-20,7.885962431831163e-20,7.469022267213317e-20,7.080975766340381e-20,6.719348417586048e-20,6.381930027330108e-20,6.066728566570819e-20,5.771945462514641e-20,5.49595403615753e-20,5.2372806424678205e-20,4.9945881381149193e-20,4.7666613586228267e-20,4.552400929034701e-20,4.3507969802268704e-20,4.160922245860254e-20,3.9819361505302084e-20,3.8130693639177527e-20,3.653616856380836e-20,3.5029317172094394e-20,3.360419642628497e-20,3.2255340130402866e-20,3.0977714896030546e-20,2.976671332596536e-20,2.8618045493984404e-20,2.7527720198285525e-20,2.649208058584547e-20,2.550774136740616e-20,2.4571565585369667e-20,2.3680643624800845e-20,2.2832274226912828e-20,2.202394729271447e-20,2.1253328289222008e-20,2.0518261705875687e-20,1.9816719192542196e-20,1.9146794038790826e-20,1.850672530624836e-20,1.7894868416996973e-20,1.7309686283948072e-20,1.674974120528e-20,1.6213687449691376e-20,1.570026446697733e-20,1.5208290665230796e-20
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7818581724638758e-22,1.5260576846294835e-20,9.016932874132133e-20,2.2447448696282036e-19,3.3215412623991785e-19,3.556743175163415e-19,3.3067334927404246e-19,3.0439129014235435e-19,2.8082204807619714e-19,2.596245002765794e-19,2.405077182226618e-19,2.2322256023000215e-19,2.075548351884609e-19,1.933197148275489e-19,1.8035714380550252e-19,1.6852805161081781e-19,1.5771167705641857e-19,1.4780184325372373e-19,1.3870508868281962e-19,1.3033972073040074e-19,1.2263369924179887e-19,1.1552333210759411e-19,1.0895216841554052e-19,1.0287005614347119e-19,9.723233738798593e-20,9.199915895830973e-20,8.713505456872362e-20,8.26080292340702e-20,7.838921482437525e-20,7.445282679451179e-20,7.077562574987637e-20,6.733662919330883e-20,6.41168599737562e-20,6.109912626400795e-20,5.826782869203003e-20,5.560879091463607e-20,5.310918741150645e-20,5.0757236854637296e-20,4.854212157604409e-20,4.645403526090648e-20,4.4484002753316805e-20,4.262379904146833e-20,4.086587714022676e-20,3.920330378710894e-20,3.7629702012443114e-20,3.6139199768205665e-20,3.47264219759417e-20,3.338636392496549e-20,3.211436940226301e-20,3.0906172252555435e-20,2.97578231320909e-20,2.8665662405622724e-20,2.76262956602401e-20,2.663657155533408e-20,2.5693561761000975e-20,2.4794542766027968e-20,2.3936999910215548e-20,2.3118566881170623e-20,2.233701927372367e-20,2.159030274319938e-20,2.0876498693274378e-20,2.0193813928500173e-20,1.954057119819788e-20,1.891520054627169e-20,1.8316231390536173e-20,1.774228526307924e-20
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.281003169218194e-21,5.44189784517977e-20,1.759058730184206e-19,3.006444630851756e-19,3.40281180121947e-19,3.209264376875363e-19,2.96701653523877e-19,2.7485479069155373e-19,2.551011274110077e-19,2.3719588379251044e-19,2.209278361132869e-19,2.0611407141825745e-19,1.9259565844062852e-19,1.8023459000523414e-19,1.6890952602909136e-19,1.5851365768841917e-19,1.4895362579168282e-19,1.4014710208023416e-19,1.3202129853075036e-19,1.2451170243742573e-19,1.1756099953335305e-19,1.111181542892675e-19,1.051376220528402e-19,9.957887157372318e-20,9.440533864094808e-20,8.958403244706664e-20,8.508548613834818e-20,8.088314148628038e-20,7.695301946886863e-20,7.327343279508072e-20,6.982473446105135e-20,6.658909733770944e-20,6.355032054855905e-20,6.069374695191249e-20,5.800591272021985e-20,5.547445530690001e-20,5.308816795057611e-20,5.0836793747159394e-20,4.8710933065256393e-20,4.670196112960097e-20,4.480195453373159e-20,4.3003625608556675e-20,4.130026371484023e-20,3.968572615548052e-20,3.8154293493620553e-20,3.670064455926693e-20,3.53199039445746e-20,3.400755829729729e-20,3.2759425347164536e-20,3.157162592282579e-20,3.044055863855476e-20,2.936287696764243e-20,2.8335468452368616e-20,2.7355459312183146e-20,2.6420145299994417e-20,2.552698434180244e-20,2.4673628710557512e-20,2.3857885813877228e-20,2.3077706368839165e-20,2.233117359544271e-20,2.161649333108346e-20,2.093198497872377e-20,2.027607321050203e-20
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.433220063146283e-21,3.7268074692396704e-20,1.494774142710134e-19,2.7961658300610493e-19,3.2575551900570483e-19,3.0919906204181177e-19,2.869770947882415e-19,2.6683451506991162e-19,2.485337058643984e-19,2.3186889846742125e-19,2.166613024766079e-19,2.0275566613517074e-19,1.9001548740233384e-19,1.7832061123896637e-19,1.6756601282675276e-19,1.5765907664209423e-19,1.485179194895672e-19,1.4006996752727246e-19,1.3225074482766754e-19,1.2500283875573954e-19,1.1827501366176358e-19,1.1202167374382754e-19,1.0620168593778768e-19,1.0077793709493977e-19,9.571727835325407e-20,9.098983292097143e-20,8.656862549563939e-20,8.24292588672674e-20,7.854963105556341e-20,7.490968735610024e-20,7.149120252417986e-20,6.827768794612136e-20,6.52539974320423e-20,6.240622368275492e-20,5.9721759604537e-20,5.718906664964949e-20,5.479757066290635e-20,5.253756916680703e-20,5.0400148691661117e-20,4.8377110943227835e-20,4.6460906759448695e-20,4.464462588717704e-20,4.292183422167291e-20,4.1286545690192966e-20,3.9733275682012515e-20,3.825694688238767e-20,3.685285442864685e-20,3.551663443053339e-20,3.424423549390633e-20,3.303189292935673e-20,3.187610536437689e-20,3.077363992735345e-20,2.972145446405598e-20,2.871668925756104e-20,2.7756703222370783e-20,2.683902979238911e-20,2.5961363618104436e-20,2.5121548409728856e-20,2.431756581643413e-20,2.3547525243457842e-20,2.2809654519043424e-20
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.815545211005683e-22,3.130602828631535e-20,1.407204863199278e-19,2.7030481617009946e-19,3.130779715144306e-19,2.964707291557303e-19,2.761373242066859e-19,2.57621625070361e-19,2.4072498382842523e-19,2.252749055488588e-19,2.1111972746963288e-19,1.9812594942472327e-19,1.8617688192042892e-19,1.7516962300718274e-19,1.6501319505922125e-19,1.556269637559811e-19,1.4693929209335698e-19,1.3888639085067574e-19,1.3141133384494815e-19,1.2446346113573963e-19,1.179970711783459e-19,1.1197092881900616e-19,1.0634820348767944e-19,1.0109570010000658e-19,9.618344731744019e-20,9.158433823204019e-20,8.727381608730421e-20,8.32295987851201e-20,7.94314368776858e-20,7.586101042869379e-20,7.250149102313485e-20,6.933742673519751e-20,6.635481025301899e-20,6.354082148973493e-20,6.088371186215555e-20,5.837270127843828e-20,5.5997886286409e-20,5.375015804094404e-20,5.162112892554863e-20,4.960312119362946e-20,4.768898613084866e-20,4.587207281593946e-20,4.4146287484981324e-20,4.2505988906726906e-20,4.0945949668723763e-20,3.946132120134063e-20,3.8047602138722503e-20,3.67006096628639e-20,3.5416453518187774e-20,3.41915417713034e-20,3.3022494388399697e-20,3.1906134035535236e-20,3.0839526292689066e-20,2.981993064239537e-20,2.884478568943708e-20,2.7911695653772296e-20,2.701841801463272e-20,2.6162852196657632e-20,2.5343029200249188e-20
