0,0,0,0,0,0,0,1.8072811971771537e-19,1.2456030581355778e-18,9.694814701768145e-19,7.403488724069404e-19,5.781199762829393e-19,4.600472485209427e-19,3.720669678186526e-19,3.051712378279831e-19,2.5340068042339126e-19,2.127115454208203e-19,1.8028906520409812e-19,1.5413638247954608e-19,1.3280768860213629e-19
0,0,0,0,0,0,0,1.4048291793539616e-21,9.099830949544183e-19,1.0575730838888919e-18,8.076204282710766e-19,6.306506570608443e-19,5.018492898726147e-19,4.0587471001111253e-19,3.32900521600551e-19,2.764258495895062e-19,2.320395097684963e-19,1.9667097159120468e-19,1.6814193398522762e-19,1.4487521538034235e-19
0,0,0,0,0,0,0,0,3.979278299268295e-19,1.1436588587841623e-18,8.748864973514728e-19,6.831770533461218e-19,5.436479217779341e-19,4.396796947860018e-19,3.606275437250663e-19,2.994491407832425e-19,2.5136589769417414e-19,2.1305154184186478e-19,1.82146343174052e-19,1.569417579103196e-19
0,0,0,0,0,0,0,0,4.184853333028143e-20,1.0735120146473763e-18,9.421470799547607e-19,7.356991653782125e-19,5.854431444274392e-19,4.7348192229742e-19,3.8835230432792215e-19,3.224705541095512e-19,2.706907092859531e-19,2.294307760307492e-19,1.9614961010985818e-19,1.6900731624707326e-19
0,0,0,0,0,0,0,0,1.7598501439546114e-25,6.87832554222721e-19,1.0094021763874774e-18,7.882169933964841e-19,6.272349580116102e-19,5.072813926994193e-19,4.160748035354729e-19,3.454900896733518e-19,2.90013944631905e-19,2.4580867423250557e-19,2.1015173485646538e-19,1.810718904455916e-19
0,0,0,0,0,0,0,0,0,2.6696602799855664e-19,1.0710387128641821e-18,8.407305376402546e-19,6.6902336272088785e-19,5.410781061460205e-19,4.437950414740473e-19,3.6850774757954183e-19,3.0933560382008397e-19,2.6218523652176627e-19,2.2415271747767993e-19,1.9313548056085152e-19
0,0,0,0,0,0,0,0,0,1.8468157129643203e-20,9.600244706290276e-19,8.932397983490948e-19,7.108083587459139e-19,5.748720627914068e-19,4.715130182701068e-19,3.9152352793312923e-19,3.286556869386368e-19,2.785604629732423e-19,2.3815255803737525e-19,2.0519808664788813e-19
0,0,0,0,0,0,0,0,0,0,6.189123429483682e-19,9.4574477576225e-19,7.525899462770712e-19,6.086632627895515e-19,4.9922873404994185e-19,4.1453743083898e-19,3.4797419407559055e-19,2.949343536615433e-19,2.5215125659933816e-19,2.1725970876166163e-19
0,0,0,0,0,0,0,0,0,0,2.6174754450706263e-19,9.959128506885916e-19,7.943681255049229e-19,6.424517062945741e-19,5.269421889399616e-19,4.375494564020588e-19,3.6729112531905573e-19,3.113069086613495e-19,2.6614881322741577e-19,2.2932034695718425e-19
0,0,0,0,0,0,0,0,0,0,2.500269846843671e-20,9.257487754544779e-19,8.361428966200003e-19,6.762373934605686e-19,5.546533830665545e-19,4.605596047273132e-19,3.866064807571279e-19,3.276781280473287e-19,2.8014522798544454e-19,2.4138000128945908e-19
0,0,0,0,0,0,0,0,0,0,0,6.438423313953962e-19,8.77914259812721e-19,7.100203244415365e-19,5.823623165560339e-19,4.8356787591962785e-19,4.0592026047785034e-19,3.4404801189410415e-19,2.9414050093722295e-19,2.534386718134565e-19
0,0,0,0,0,0,0,0,0,0,0,3.3680556118156546e-19,9.196565680762358e-19,7.438004993915425e-19,6.100689895347641e-19,5.065742700839302e-19,4.2523246456930226e-19,3.6041656027632955e-19,3.0813463214657522e-19,2.65496358584169e-19
0,0,0,0,0,0,0,0,0,0,0,7.057639702202796e-20,9.205449650557303e-19,7.775779184644494e-19,6.377734021289445e-19,5.295787873250103e-19,4.445430931194471e-19,3.767837732685606e-19,3.2212762167724247e-19,2.7755306165651733e-19
0,0,0,0,0,0,0,0,0,0,0,4.674125919872347e-22,7.262666602870399e-19,8.113525818144848e-19,6.654755544650728e-19,5.52581427747907e-19,4.638521462164572e-19,3.931496509455298e-19,3.3611946959311634e-19,2.896087810855523e-19
0,0,0,0,0,0,0,0,0,0,0,0,4.609768324403768e-19,8.451244895956699e-19,6.931754466694785e-19,5.755821914575182e-19,4.831596239483872e-19,4.0951419338187043e-19,3.5011017595800363e-19,3.016635169262513e-19
0,0,0,0,0,0,0,0,0,0,0,0,2.1846246217748226e-19,2.0359425628384123e-18,1.8541108140926746e-18,1.5395715048882944e-18,1.2923589374088244e-18,1.0953715947700156e-18,9.364772893883956e-19,8.06891807315971e-19
0,0,0,0,0,0,0,0,0,0,0,0,0,8.117102341904264e-19,2.024278964160622e-18,1.6832852304181027e-18,1.4129962166953382e-18,1.1976207804844192e-18,1.0238942360548822e-18,8.822123931807193e-19
0,0,0,0,0,0,0,0,0,0,0,0,0,1.2571891755801636e-20,1.5511452019165484e-18,1.8269696409054977e-18,1.5336088881237924e-18,1.2998491091846093e-18,1.1112933512199607e-18,9.575176149863905e-19
