4.556978338837575e-20,7.728501404280532e-20,1.2108360263124335e-19,1.7902034209382224e-19,2.530124728432794e-19,3.449892747208153e-19,4.51437828240744e-19,5.284085586625732e-19,5.559479830860119e-19,5.3971721551978805e-19,4.836756666180388e-19,4.04913067741741e-19,3.380769286112681e-19,2.851437669611914e-19,2.427372079765229e-19,2.083375632569902e-19,1.801312340528585e-19,1.5681181414415346e-19,1.373435372239576e-19,1.2096665040814854e-19,1.0710119281673346e-19,9.527105722541492e-20,8.512236127115828e-20,7.636797913380254e-20,6.877073113288728e-20,6.215120052019923e-20,5.635457186468588e-20,5.125535990150932e-20,4.6755309564085116e-20,4.276614400103442e-20,3.9217670203409416e-20,3.605242563024374e-20,3.3217951437275275e-20,3.0673126906051466e-20,2.8382286340084744e-20,2.6313324041978152e-20,2.44411356539248e-20,2.2742441964541128e-20,2.1197196327430925e-20,1.9789301067495557e-20,1.8503187718727135e-20,1.732599197799742e-20,1.6246913100631008e-20,1.5255380391394755e-20,1.4342930161048534e-20,1.3501990386374567e-20,1.2725322539349575e-20,1.2007225636080736e-20,1.134217789140349e-20,1.0725218922770468e-20,1.0152356417511151e-20,9.619520297079199e-21,9.123266373165142e-21,8.660687886766266e-21,8.228781034010965e-21,7.825118725684265e-21,7.447501162033862e-21,7.093718282651277e-21,6.7620356657934765e-21,6.450726537376692e-21,6.158182684037885e-21,5.883122033199375e-21,5.624182493707459e-21,5.380189976985726e-21,5.150159867505361e-21,4.9330263041894926e-21,4.727924362691141e-21,4.53406881447546e-21,4.3506345906675234e-21,4.176979388874887e-21,4.012453416094522e-21,3.856430002338699e-21,3.708417757638243e-21,3.5678768401956956e-21,3.434333889398091e-21,3.30739746125354e-21,3.186625845220688e-21,3.071659586676224e-21,2.962174481776916e-21,2.857815150490117e-21
0,0,0,0,0,3.3904628684427024e-25,2.8043090337416877e-21,3.130930365034861e-20,9.648596007478675e-20,1.965459822219567e-19,3.3014326392384926e-19,4.66269141517362e-19,5.37219530564395e-19,5.397418650634187e-19,4.846068686696065e-19,4.1665955454477748e-19,3.602490043885395e-19,3.1361190755632595e-19,2.7467680885155117e-19,2.419242592928902e-19,2.1419438046891543e-19,1.9053499351715935e-19,1.702383601621127e-19,1.5273025022436716e-19,1.3753632207074434e-19,1.2429775561513145e-19,1.127049315669379e-19,1.0250688877575022e-19,9.350712445236996e-20,8.552909149219851e-20,7.843240912384199e-20,7.2102156560344e-20,6.643342003416077e-20,6.134396118191148e-20,5.676245127641548e-20,5.2624681322585e-20,4.8880444481204725e-20,4.548318406948741e-20,4.2392808293005845e-20,3.957712300476635e-20,3.7004992436401536e-20,3.4650688943183557e-20,3.2492611843051766e-20,3.050962053563524e-20,2.868478827506314e-20,2.7002971580862727e-20,2.5449693938023503e-20,2.4013553804873802e-20,2.268350802380444e-20,2.1449636200479196e-20,2.0303954007958194e-20,1.923832159336243e-20,1.824585083750515e-20,1.7320728439643528e-20,1.6456947016550485e-20,1.564965257120626e-20,1.4894445668527935e-20,1.418690635288716e-20,1.3523565910435384e-20,1.290097092207095e-20,1.2315905081271982e-20,1.1765804338710257e-20,1.1247944613886431e-20,1.0759977817403675e-20,1.0299934791798405e-20,9.865683894583526e-21,9.455495341712922e-21,9.067798734807978e-21,8.700943997787733e-21,8.353646573875504e-21,8.024606925633325e-21,7.712571759925509e-21,7.41655833354214e-21,7.135487003238185e-21,6.868411083168557e-21,6.61454771460754e-21,6.3730135094876064e-21,6.143089585429188e-21,5.924127558978091e-21,5.715416696631525e-21
0,0,0,0,0,0,0,0,0,0,1.749281930660424e-22,1.619555884469207e-20,8.231440723055775e-20,2.0063933143561289e-19,3.598192077806814e-19,4.775553875295339e-19,5.09926506919931e-19,4.697168190043763e-19,4.119988822166899e-19,3.6287200519953366e-19,3.212788356587577e-19,2.857911619129784e-19,2.5534741862789996e-19,2.2908629467558066e-19,2.0629630580849573e-19,1.8643924323132107e-19,1.6905069641675612e-19,1.5375423856021379e-19,1.4025512716107765e-19,1.2828855205915496e-19,1.1764395044377086e-19,1.0814894796716924e-19,9.96461802157402e-20,9.201229453393958e-20,8.514030207188506e-20,7.893389315452613e-20,7.331776050811501e-20,6.822207187652398e-20,6.358669195179196e-20,5.936333142754908e-20,5.550528850243847e-20,5.197397323901965e-20,4.8736985898482084e-20,4.576261683719534e-20,4.3025476942742197e-20,4.0502851894777486e-20,3.8173027781494615e-20,3.6018902968271004e-20,3.402391337526989e-20,3.2173179000809444e-20,3.045472382919237e-20,2.885633856505963e-20,2.7367691439167976e-20,2.5980062846036176e-20,2.4684442067995862e-20,2.3473548398114476e-20,2.2340782945338458e-20,2.1279516039016186e-20,2.0284544814609108e-20,1.9350689348789676e-20,1.8473125373002348e-20,1.764800696570176e-20,1.6871248168100577e-20,1.6139326985710527e-20,1.5449289799413554e-20,1.4797939272217e-20,1.418268083089695e-20,1.3601158971254386e-20,1.3050898677274036e-20,1.2529973190164918e-20,1.2036433281034777e-20,1.1568399084695331e-20,1.1124396544761232e-20,1.0702806260555725e-20,1.03022082595969e-20,9.921428300341479e-21,9.559141353210494e-21,9.214269137376143e-21,8.885839116207126e-21,8.572785231706308e-21
0,0,0,0,0,0,0,0,0,0,0,0,0,2.252826145308209e-25,4.52011590052339e-21,5.395288054229079e-20,1.6998426418968572e-19,3.3641612075632163e-19,4.526039398536303e-19,4.727666083618346e-19,4.283545588738375e-19,3.8103956284659274e-19,3.4044953705603867e-19,3.0543611283510763e-19,2.750506826592193e-19,2.4857566365171086e-19,2.253918666706942e-19,2.0499740948823948e-19,1.869993179030612e-19,1.7104452589659626e-19,1.56852294341734e-19,1.4419280001484773e-19,1.328562321332379e-19,1.2267812710177476e-19,1.1351583885570352e-19,1.0524095965759266e-19,9.775308384592367e-20,9.095910548918563e-20,8.477884740028928e-20,7.914792642593431e-20,7.400407600107354e-20,6.929584494438212e-20,6.498003534088585e-20,6.101436936552503e-20,5.736499622938178e-20,5.4001631389586535e-20,5.089532412769482e-20,4.802327318093513e-20,4.5363393997434994e-20,4.2895847372587653e-20,4.0604665927432196e-20,3.847357125596356e-20,3.648878821968719e-20,3.463869114537188e-20,3.2911266225808535e-20,3.1296806242032686e-20,2.978651302637011e-20,2.837154737333243e-20,2.7044972409098744e-20,2.5799881846899735e-20,2.462984358726405e-20,2.352972994095673e-20,2.2494093181953943e-20,2.151823750639954e-20,2.0598224913796865e-20,1.9729792459547472e-20,1.890948085176706e-20,1.813414954445598e-20,1.740049864893265e-20,1.6705959256758768e-20,1.6047932500565523e-20,1.5423911994204515e-20,1.4831932408178057e-20,1.426983462839104e-20,1.373572543431789e-20,1.322803923351225e-20,1.2745009390896435e-20,1.2285198256500784e-20,1.1847309166949285e-20,1.1429920768724638e-20
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3343693144932715e-24,6.708261113995002e-21,6.896951693130398e-20,2.0869204462350624e-19,3.7207139585511916e-19,4.450679344714671e-19,4.2520140038228175e-19,3.8177970505101375e-19,3.4379945293635483e-19,3.107070171595701e-19,2.817284425856019e-19,2.562364017934361e-19,2.337396968914195e-19,2.1379701319943944e-19,1.9605744099647566e-19,1.8023371286769728e-19,1.6606357593805285e-19,1.5334145902521741e-19,1.4188906175723008e-19,1.31545880951714e-19,1.2218641460602713e-19,1.1369428501112653e-19,1.059692747351092e-19,9.893090809011666e-20,9.25013550166395e-20,8.661630413823841e-20,8.122176024431234e-20,7.626487819015446e-20,7.170334620035327e-20,6.749931012682851e-20,6.361658303462289e-20,6.002666449759205e-20,5.67019499419945e-20,5.361764136469662e-20,5.07537803489495e-20,4.8090019709917563e-20,4.5609141220644325e-20,4.329661337712387e-20,4.11374195274932e-20,3.911942613862578e-20,3.723163594556669e-20,3.546300038816725e-20,3.380484872472392e-20,3.22485484458019e-20,3.0786059752124523e-20,2.9410973291288946e-20,2.811647968108011e-20,2.6896709403992252e-20,2.5746740158421438e-20,2.466124347905842e-20,2.3635895425871922e-20,2.2666770475077898e-20,2.1749743932592666e-20,2.0881604792694678e-20,2.0059104602513313e-20,1.9279110506029687e-20,1.8539165940694632e-20,1.7836572123005594e-20,1.716896262298434e-20,1.6534380529194128e-20,1.5930617637069253e-20,1.5355876956802957e-20,1.4808537724705405e-20,1.4286823320711705e-20
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.816109603066917e-22,2.5792612662337267e-20,1.3213665488063354e-19,3.034586693123481e-19,4.109194254207239e-19,4.113464564658007e-19,3.72833304037971e-19,3.3806042441815033e-19,3.0747121570925027e-19,2.8047626433910307e-19,2.565460141624663e-19,2.3525939058661566e-19,2.162716866899213e-19,1.9926821178147873e-19,1.8400229044397063e-19,1.702599709057341e-19,1.5784865715673624e-19,1.4661775289974446e-19,1.3642761054592887e-19,1.2715797405279604e-19,1.1871227651022802e-19,1.1099712563341059e-19,1.0393535089950106e-19,9.746216068275938e-20,9.151414338056541e-20,8.604052692098264e-20,8.099588816799921e-20,7.633680456023727e-20,7.202907697292956e-20,6.803958126060723e-20,6.43385610259852e-20,6.090206713998399e-20,5.770568397073444e-20,5.472875048359199e-20,5.1953829580737916e-20,4.936290201052846e-20,4.6941408123533865e-20,4.467615173684842e-20,4.255387511582953e-20,4.056417379228287e-20,3.869668917487649e-20,3.6941773895631676e-20,3.529173704349353e-20,3.373840769109484e-20,3.227474270299314e-20,3.089483555674409e-20,2.9592292353217677e-20,2.8361924574745216e-20,2.7199021783770896e-20,2.6098634548069367e-20,2.5056909816997002e-20,2.4069949605153164e-20,2.3133994637735252e-20,2.2246097159201226e-20,2.1403018760649565e-20,2.060191984123819e-20,1.9840452202450905e-20,1.911596610624268e-20,1.8426305252272768e-20,1.7769524802966942e-20,1.7143492900683652e-20
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.078949112127174e-20,9.481860028359169e-20,2.6195180608853493e-19,3.84556621222389e-19,3.9306870378475017e-19,3.5870185146915094e-19,3.272090204590832e-19,2.9929152898047733e-19,2.744581432907911e-19,2.5230672164573937e-19,2.3247013981482384e-19,2.1466062149775094e-19,1.986285664304973e-19,1.8414928839251692e-19,1.7104709883840537e-19,1.5915908219718494e-19,1.4834494544990332e-19,1.384920317764089e-19,1.2949138793566913e-19,1.2125298530709026e-19,1.1370123673023193e-19,1.0676216500624635e-19,1.0037653845660223e-19,9.449136557460047e-20,8.905598876250202e-20,8.403051066164079e-20,7.9376288004937e-20,7.505860640530696e-20,7.104952634677979e-20,6.73205640822313e-20,6.384761605008683e-20,6.061033979566355e-20,5.758771371239655e-20,5.476275223240049e-20,5.2120060434138805e-20,4.964417158863127e-20,4.732294764257675e-20,4.514430406350668e-20,4.3096986045836114e-20,4.11720212243682e-20,3.93598772376164e-20,3.765233742790906e-20,3.604251113222387e-20,3.452293910449527e-20,3.308756831992273e-20,3.173090349118774e-20,3.0447170515179976e-20,2.923187434869197e-20,2.808046752676188e-20,2.6988564406887316e-20,2.5952726080589753e-20,2.4969174557574685e-20,2.403459710472289e-20,2.314625426834783e-20,2.230105481293186e-20,2.149648315690168e-20,2.0730270415226647e-20,1.999992952165787e-20
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.722460753369288e-21,8.20837914565142e-20,2.479890982308936e-19,3.691120007814715e-19,3.7318208090280437e-19,3.420335578483446e-19,3.1365369928770506e-19,2.8833881789943123e-19,2.656693601894523e-19,2.4531645232632647e-19,2.269948484608491e-19,2.1044777477895797e-19,1.9547445253338077e-19,1.8188870006852503e-19,1.6953018902302017e-19,1.582701739788332e-19,1.4798414200772843e-19,1.3856920743995527e-19,1.2993898846076222e-19,1.2200894313671144e-19,1.147113808725683e-19,1.0798574240815673e-19,1.0177413569940256e-19,9.603096561843901e-20,9.071207022666663e-20,8.577777755153336e-20,8.11961580155981e-20,7.693466008824134e-20,7.296573796170076e-20,6.926614406136493e-20,6.581185467059349e-20,6.258345850088232e-20,5.956336207137379e-20,5.673388983889637e-20,5.40811703064181e-20,5.159139314108646e-20,4.925169623079883e-20,4.705182586072054e-20,4.498088834627243e-20,4.302949360325591e-20,4.1189766908328477e-20,3.945318375536949e-20,3.7812826682948176e-20,3.6262415617988785e-20,3.4795351853748997e-20,3.3406498406812773e-20,3.209065838562296e-20,3.0842819831058443e-20,2.965905272175834e-20,2.853503953003868e-20,2.746699442908765e-20,2.6451786741955714e-20,2.5485883771657257e-20,2.4566410684686302e-20,2.3690774574982236e-20,2.2856133196656547e-20
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.326499402168706e-21,8.754490729306696e-20,2.57415516311084e-19,3.602555202057804e-19,3.5281654904115523e-19,3.24367975615164e-19,2.988658730566241e-19,2.7596978306936924e-19,2.5535881712603003e-19,2.367441164358786e-19,2.1989981409596477e-19,2.0461646426350833e-19,1.9071370486866942e-19,1.7804670320761273e-19,1.6647538793384396e-19,1.5588401737699108e-19,1.4617541594833155e-19,1.3725447784142702e-19,1.2904505423419237e-19,1.2147901873015013e-19,1.1449124542888444e-19,1.0803044189799989e-19,1.0204692797744346e-19,9.649607451350248e-20,9.134196219266833e-20,8.654797203256767e-20,8.208311625997712e-20,7.792124241727901e-20,7.403532492258961e-20,7.040352696461152e-20,6.70060566824661e-20,6.382302989892656e-20,6.083884181459828e-20,5.803795643698961e-20,5.540590447856148e-20,5.2931150979339736e-20,5.060144104267305e-20,4.840621125353271e-20,4.6336602908509516e-20,4.4383026328303176e-20,4.2537699685350443e-20,4.07935581848202e-20,3.914317858358733e-20,3.758078201037959e-20,3.610052220000739e-20,3.469676092780913e-20,3.3365077099593483e-20,3.2100613694288104e-20,3.0899111829970915e-20,2.975704963833499e-20,2.8670452996929384e-20,2.763608784961363e-20,2.665103729572216e-20,2.5712103938692935e-20
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.699969309667103e-24,1.1856633544769678e-20,1.1152168545652078e-19,2.8147438536506217e-19,3.511314524762115e-19,3.320596785676188e-19,3.0662061386656917e-19,2.8372047255529717e-19,2.630383134831137e-19,2.44323183637466e-19,2.273423748857072e-19,2.118954930833862e-19,1.9782161955287087e-19,1.8496512579828206e-19,1.7319741519710278e-19,1.624105192669308e-19,1.5249876918986826e-19,1.4337755860679424e-19,1.3497119460207076e-19,1.2720731800890062e-19,1.200289395550061e-19,1.133808613089214e-19,1.0721349734005847e-19,1.0148693892422577e-19,9.616049995901898e-20,9.119975098646471e-20,8.65756349028479e-20,8.225812450585993e-20,7.822295765922487e-20,7.444814430133269e-20,7.091159180102763e-20,6.759596219791258e-20,6.448399398059368e-20,6.155961081716932e-20,5.88099966070184e-20,5.622153535243158e-20,5.378249040324164e-20,5.1483019156221555e-20,4.931246684576208e-20,4.72621873486612e-20,4.532433121233082e-20,4.3490650724508415e-20,4.175472517841497e-20,4.0110058988188465e-20,3.8550387714702145e-20,3.707079923098389e-20,3.566589706657159e-20,3.4330949323013165e-20,3.306204297254803e-20,3.18547625032606e-20,3.070551466567246e-20,2.9611058590936615e-20,2.856784176078194e-20
