3.4281717606103185e-20,5.3127953045956215e-20,7.787930445050327e-20,1.09343105314243e-19,1.4832666173944095e-19,1.9563724979289903e-19,2.5208211286281665e-19,3.1841272719071474e-19,3.8451698817648726e-19,4.2719905644449435e-19,4.446796540840519e-19,4.396352816979777e-19,4.1368193136615514e-19,3.6849119907253447e-19,3.177658667448597e-19,2.7507215952097626e-19,2.3969861568632004e-19,2.1014074110904243e-19,1.8524848908250933e-19,1.641354614071254e-19,1.4611422823119921e-19,1.3063861880633465e-19,1.172742953451898e-19,1.0567296779601892e-19,9.555312565037556e-20,8.668555261681755e-20,7.888232721961408e-20,7.198805204734893e-20,6.587373157705037e-20,6.04329269862779e-20,5.557538046444526e-20,5.12249407563256e-20,4.7317091629616404e-20,4.3796927622106713e-20,4.0617522946788094e-20,3.773860957574762e-20,3.5125419839626646e-20,3.274781584074487e-20,3.058009478436982e-20,2.8599609358283743e-20,2.6786562372776588e-20,2.5123618185883385e-20,2.3595552556376266e-20,2.218895835029547e-20,2.0891997260057936e-20,1.9694166866738623e-20,1.8586093491719368e-20,1.755962327684295e-20,1.6607390736058353e-20,1.5722800642033114e-20,1.489994907235708e-20,1.413354024380136e-20,1.3418814601246432e-20,1.2751486473848866e-20,1.212768279749659e-20,1.1543871835626172e-20,1.0996940976529316e-20,1.0484031325385478e-20,1.0002536874580167e-20,9.550087710732161e-21,9.124525408146625e-21,8.723881313776557e-21,8.346357346404802e-21,7.99030670927758e-21,7.654202751158863e-21,7.336686744384468e-21,7.036497126467946e-21,6.752467419511229e-21,6.4835241975369876e-21,6.228678531726009e-21,5.987018323957761e-21,5.7577014260577545e-21,5.5399487561291826e-21,5.333028684229281e-21,5.136284457481329e-21,4.949102528143506e-21,4.770908663258206e-21,4.60116954837297e-21,4.4393894224394866e-21,4.285107025716279e-21,4.137892828247083e-21,3.997346329174177e-21,3.863087646316824e-21,3.734772790543441e-21,3.612079754579883e-21,3.494703849517626e-21,3.3823600040620232e-21,3.2747813051209865e-21,3.1717176613273413e-21,3.0729345779477007e-21,2.978212005033906e-21,2.887339681507563e-21,2.800125316072157e-21,2.716389245594982e-21,2.635959700276962e-21,2.5586749970834137e-21,2.484382854718068e-21,2.41293976132215e-21,2.344210390371415e-21,2.2780670606688975e-21
0,0,0,0,0,0,0,2.7865912733171766e-23,5.54323509268552e-21,2.854285072495844e-20,7.031655755257624e-20,1.2993536607866421e-19,2.0699482076546563e-19,2.9990499789140745e-19,3.8229260544983984e-19,4.275629107927162e-19,4.373306011693873e-19,4.1459252023197172e-19,3.7048313196406583e-19,3.2825865468405783e-19,2.922175353100793e-19,2.612674731682889e-19,2.34539825148118e-19,2.1133803717864388e-19,1.910991092841767e-19,1.7336462601435956e-19,1.5775875846372144e-19,1.4397072342444362e-19,1.3174253949221588e-19,1.2086133697781345e-19,1.1114660700628771e-19,1.024460527590294e-19,9.463064659363056e-20,8.759058168951954e-20,8.123200998009741e-20,7.547439841932921e-20,7.024821426717e-20,6.549318398088423e-20,6.115790389213502e-20,5.719708106923601e-20,5.357112261248702e-20,5.024535853369217e-20,4.718934148831539e-20,4.4376258210539156e-20,4.1782432970039e-20,3.938686171395695e-20,3.717079778568232e-20,3.5117934078352095e-20,3.321354017038965e-20,3.1444426100083307e-20,2.979878446389515e-20,2.8266024091195074e-20,2.6836626227491898e-20,2.5502019851426668e-20,2.425445912426331e-20,2.3086880836850828e-20,2.199305999842148e-20,2.0967279033019227e-20,2.0004326120198342e-20,1.9099461610333046e-20,1.824836881336289e-20,1.7447110570338734e-20,1.6692090853221954e-20,1.5980016191593048e-20,1.5307833397087878e-20,1.4672825115934735e-20,1.4072468317454852e-20,1.3504430133039261e-20,1.2966563790965376e-20,1.2456891507511197e-20,1.1973589154609468e-20,1.1514972498856673e-20,1.1079483434690847e-20,1.0665658756911363e-20,1.027218500885308e-20,9.89783514089132e-21,9.5414607300313e-21,9.20199518723013e-21,8.87844702744632e-21,8.569893765673273e-21,8.275476374103228e-21,7.994393880955752e-21,7.725886550263258e-21,7.469266429473678e-21,7.22388952810682e-21,6.989146491119277e-21,6.7644671972291084e-21,6.549317840202273e-21,6.343198255997233e-21,6.145639472674276e-21,5.956201406784482e-21,5.7744635518868025e-21,5.600041339760816e-21,5.432575457569843e-21,5.2717223785544785e-21,5.117158748730184e-21,4.9685800168865204e-21,4.8256991700325836e-21,4.688245565234724e-21,4.5559638496423976e-21
0,0,0,0,0,0,0,0,0,0,0,0,0,7.717309492372829e-22,1.5598756088520724e-20,5.795776588710456e-20,1.2727838015621422e-19,2.2227657517548814e-19,3.24105536609607e-19,3.8871007614797226e-19,4.0918655200208316e-19,3.899000757379795e-19,3.5179579302796604e-19,3.1699449054881067e-19,2.866373020236915e-19,2.600366315324157e-19,2.366287580618909e-19,2.1594752527817563e-19,1.9760597641323053e-19,1.8128481958950285e-19,1.6671330222682411e-19,1.5366298815217135e-19,1.4194034357334214e-19,1.3138066478810383e-19,1.2184318527634638e-19,1.132071102571539e-19,1.0536814475456623e-19,9.823588203807668e-20,9.173321966141329e-20,8.579222091996265e-20,8.03534988181921e-20,7.536505043513099e-20,7.078120656423891e-20,6.656174890098695e-20,6.267116525754199e-20,5.90779508034246e-20,5.575398666831148e-20,5.267481316145616e-20,4.981833552629897e-20,4.716476960448883e-20,4.469640499273454e-20,4.239735556479481e-20,4.0253343754875665e-20,3.825151354053343e-20,3.6380246624197107e-20,3.4628948612087175e-20,3.2988282388162285e-20,3.1449671928429986e-20,3.0005299812093347e-20,2.864805684651216e-20,2.7371468253246944e-20,2.616962852795994e-20,2.5037143842397018e-20,2.396907418674403e-20,2.2960839959983768e-20,2.200836529302042e-20,2.110786578984402e-20,2.0255842286243088e-20,1.9449074752271245e-20,1.8684596629935718e-20,1.795967183559014e-20,1.7271774119266282e-20,1.6618566415259203e-20,1.5997854002763644e-20,1.540766677487416e-20,1.484616423010867e-20,1.431162380225511e-20,1.380244567116378e-20,1.3317142668221728e-20,1.2854331120765924e-20,1.2412722538158687e-20,1.1991115510351594e-20,1.1588370478563774e-20,1.1203455554869727e-20,1.0835404791837976e-20,1.0483304193132941e-20,1.0146298610728595e-20,9.823587367011612e-21,9.51442024565722e-21,9.218093816638832e-21,8.93394798094846e-21,8.661352003925993e-21,8.3997290561055e-21,8.148540189595107e-21,7.907270134680278e-21,7.675433879609398e-21,7.452574615674067e-21,7.238261840452444e-21,7.032089605635273e-21,6.833674897128887e-21
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.239713354608889e-23,9.181235760278125e-21,4.92495888316045e-20,1.2365462198568582e-19,2.287756799131416e-19,3.266211816738287e-19,3.759161753186732e-19,3.76803274270143e-19,3.4670156956562106e-19,3.154923263732337e-19,2.8791845793626983e-19,2.6346404263998385e-19,2.417033750964665e-19,2.2227546637906073e-19,2.048757471689525e-19,1.892461827841617e-19,1.7516717711724457e-19,1.6245104902044585e-19,1.5093674526102625e-19,1.4048521146172345e-19,1.3097591016140633e-19,1.2230604223142014e-19,1.1438502904066304e-19,1.0713369111183733e-19,1.0048269400457487e-19,9.43711478915653e-20,8.874543052265385e-20,8.355819421767749e-20,7.876743422479902e-20,7.433566022421987e-20,7.023026060609512e-20,6.642177687939127e-20,6.288383122682758e-20,5.959281072670713e-20,5.652753472894339e-20,5.3668967244486746e-20,5.0999967599220156e-20,4.850504535250911e-20,4.617007521388858e-20,4.398260819581519e-20,4.1931210059346214e-20,4.000545799580162e-20,3.8195873462746186e-20,3.64938237693381e-20,3.489143522635555e-20,3.338151635192669e-20,3.195748073110632e-20,3.061322247469221e-20,2.9343307309041715e-20,2.8142689575669014e-20,2.700670390986324e-20,2.5931057110970773e-20,2.4911793927355562e-20,2.3945266394155627e-20,2.3028106313498453e-20,2.215719772305481e-20,2.132961444606467e-20,2.054272977892746e-20,1.97940898183263e-20,1.9081397901649145e-20,1.840252102112069e-20,1.7755476364975988e-20,1.7138419110502137e-20,1.654963133925118e-20,1.5987511235559577e-20,1.5450539448805035e-20,1.49373401837341e-20,1.44466255622173e-20,1.3977176971468227e-20,1.3527854259958639e-20,1.3097589900457414e-20,1.268538364474651e-20,1.2290297623830856e-20,1.1911451741084123e-20,1.1548005050769714e-20,1.1199188477853746e-20,1.0864283454037106e-20,1.0542602980654544e-20,1.0233500401369403e-20,9.936366662390835e-21,9.650627783566606e-21,9.375742522245053e-21,9.111200213499244e-21
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.850131749309506e-22,2.137681439286802e-20,8.143243007384128e-20,1.8057789939647945e-19,2.884404731487879e-19,3.4877339831241725e-19,3.554749006491939e-19,3.2931465987533867e-19,3.021170037741421e-19,2.778330997162961e-19,2.5608433004284306e-19,2.365481644417485e-19,2.189501188765571e-19,2.0305560139752002e-19,1.886633036029493e-19,1.7559941454873437e-19,1.6371326850012933e-19,1.5287637174153198e-19,1.4297550556168696e-19,1.3391169961550905e-19,1.2559828935653087e-19,1.179591655778371e-19,1.1092730317667144e-19,1.0444351994566593e-19,9.845531206784125e-20,9.291581853811808e-20,8.77842764923013e-20,8.302386430535881e-20,7.860161103876008e-20,7.448800173372309e-20,7.065656164805787e-20,6.708349675748466e-20,6.374738208560487e-20,6.062885536447423e-20,5.771026069486905e-20,5.497603747150144e-20,5.2411893473551424e-20,5.000480071691219e-20,4.7742911502561996e-20,4.561543540322363e-20,4.3612530705286784e-20,4.172520841985156e-20,3.9945235861097715e-20,3.8264980976099127e-20,3.6677651197437365e-20,3.5176939707000406e-20,3.3757015034675756e-20,3.241251089661421e-20,3.1138483428159454e-20,2.9930372857593213e-20,2.878396910779533e-20,2.7695377383327346e-20,2.6660940111121028e-20,2.5677374044422856e-20,2.4741611928100955e-20,2.3850783049958e-20,2.300222125807183e-20,2.219344813794271e-20,2.1422157754412336e-20,2.0686202796240155e-20,1.9983581074798586e-20,1.931239347859402e-20,1.8670920333088945e-20,1.805755185570774e-20,1.747076484205309e-20,1.6909134160335177e-20,1.6371325455465294e-20,1.5856088467720983e-20,1.5362250908256016e-20,1.4888712700765398e-20,1.4434422705577723e-20,1.399841961776781e-20,1.357980526327645e-20,1.3177720928491308e-20,1.279135832567198e-20,1.241995616836001e-20,1.2062797010372644e-20,1.1719204325748379e-20,1.138853980913631e-20
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.816109603066917e-22,1.4911889579701208e-20,7.171508331054474e-20,1.7230499215075836e-19,2.796696520878193e-19,3.33705745147217e-19,3.3219004200432964e-19,3.072887370071508e-19,2.838462887616118e-19,2.627294902655177e-19,2.436568425925647e-19,2.2638678545480644e-19,2.1071075417558032e-19,1.9644795720339815e-19,1.83444208331028e-19,1.715636506132934e-19,1.6068752445120868e-19,1.5071183660542643e-19,1.4154525973052202e-19,1.3310736696410105e-19,1.2532714253666146e-19,1.1814158442224985e-19,1.11494461694658e-19,1.0533686090005129e-19,9.962459787984124e-20,9.431810911189698e-20,8.938197808164534e-20,8.478443638651053e-20,8.049693235498645e-20,7.649375705776518e-20,7.275167671532891e-20,6.924950510760602e-20,6.596857026530747e-20,6.289172221879595e-20,6.000332802098236e-20,5.728917100945617e-20,5.473630319646185e-20,5.2332915004487236e-20,5.006822008418574e-20,4.793233961311064e-20,4.5916115499066136e-20,4.401139699162287e-20,4.2210616215886456e-20,4.050677569143524e-20,3.8893436138731265e-20,3.7364665160716385e-20,3.5914991253171246e-20,3.45393625283808e-20,3.3233105421308916e-20,3.199183102222242e-20,3.081159959475393e-20,2.9688730581973706e-20,2.861977926891113e-20,2.760154640297356e-20,2.6631058007341418e-20,2.570554707201337e-20,2.482243692797198e-20,2.397932504627485e-20,2.3173932585525444e-20,2.240419601994456e-20,2.166818368876078e-20,2.0964067820804438e-20,2.0290138327263428e-20,1.9644794046950494e-20,1.902653472902648e-20,1.843395368391022e-20,1.7865730873556776e-20,1.7320604981500636e-20,1.6797422488601086e-20,1.6295105629685144e-20,1.5812623990196244e-20,1.5349007664170814e-20,1.4903343144896897e-20,1.4474769531860466e-20,1.4062475026822137e-20,1.3665693694415724e-20
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0326590286937e-22,1.9363405292388573e-20,8.564142020960461e-20,1.958554928447617e-19,2.8991208716870595e-19,3.2179196110798723e-19,3.0646466865277794e-19,2.8425477279059324e-19,2.6410719098849754e-19,2.4581923050225836e-19,2.2917997642037963e-19,2.1400955213920122e-19,2.0014946432575428e-19,1.8746116574094955e-19,1.7582333586569998e-19,1.6512943045709822e-19,1.5528562198601376e-19,1.4620906208582753e-19,1.3782625137773206e-19,1.3007158977849957e-19,1.2288801390932952e-19,1.1622397767848546e-19,1.1003332551785594e-19,1.0427473983834345e-19,9.89111590086799e-20,9.390927409811502e-20,8.923909257378432e-20,8.487350946031497e-20,8.078780850468208e-20,7.696020662732449e-20,7.337069634283475e-20,7.000103995357385e-20,6.683465202692952e-20,6.385642719061516e-20,6.105258816369432e-20,5.841055138294702e-20,5.59187920235411e-20,5.3566626078458284e-20,5.1344544725016987e-20,4.924371913437853e-20,4.7255985910899316e-20,4.5373832866854495e-20,4.3590339153398107e-20,4.18991216081607e-20,4.029428660148128e-20,3.8770381862234095e-20,3.732228720366086e-20,3.5945406453316566e-20,3.463544580248778e-20,3.3388386580240105e-20,3.2200496476784294e-20,3.1068305993393624e-20,2.9988587082823974e-20,2.89583337532948e-20,2.797474316819633e-20,2.7035156787195732e-20,2.6137167261312912e-20,2.5278521077829514e-20,2.44570859236407e-20,2.3670866776150095e-20,2.2917995689829703e-20,2.2196722443110212e-20,2.150540596479074e-20,2.0842506273024072e-20,2.0206551891690326e-20,1.9596197103108183e-20,1.901018456563638e-20,1.8447312177776195e-20,1.7906448428520713e-20,1.7386527603317908e-20,1.6886545359021063e-20,1.6405554636144247e-20,1.594266187971412e-20
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7713983735772492e-21,3.7394267367050925e-20,1.2582554540151646e-19,2.3919447239798667e-19,3.007216676821173e-19,3.01068635814381e-19,2.809248436888241e-19,2.6190932630029546e-19,2.445724033053957e-19,2.28732946829389e-19,2.1423262360678969e-19,2.0093278725183224e-19,1.8871167786508347e-19,1.7746206834351783e-19,1.6708927868836259e-19,1.5750931302402824e-19,1.4864720287433385e-19,1.4043773560014982e-19,1.3282200377696632e-19,1.2574726032828093e-19,1.1916628707171185e-19,1.130367295789682e-19,1.0732052204801583e-19,1.0198338869176693e-19,9.699435365469452e-20,9.232517093869904e-20,8.795094660766222e-20,8.384881589344031e-20,7.999793656026516e-20,7.63793545984989e-20,7.297580742726121e-20,6.97715502226601e-20,6.675220235416719e-20,6.390459312879847e-20,6.121651274915341e-20,5.86770944310507e-20,5.62762484945398e-20,5.4004645723836896e-20,5.1853701110527326e-20,4.981550543458678e-20,4.7882763949842566e-20,4.604874135333285e-20,4.430720673134673e-20,4.265230867973734e-20,4.107879464351523e-20,3.9581757612194746e-20,3.815660500568451e-20,3.679907150047016e-20,3.550519211632825e-20,3.427127780637006e-20,3.3093893291063746e-20,3.196983545877772e-20,3.0896066101207815e-20,2.98698340742122e-20,2.8888564039373073e-20,2.7949819166486176e-20,2.7051319522407554e-20,2.6190930399025087e-20,2.536665162442473e-20,2.4576607764899994e-20,2.3819038912738086e-20,2.3092263449303524e-20,2.2394743474048422e-20,2.1725042083507925e-20,2.1081785503242432e-20,2.0463680630380774e-20,1.9869509554943617e-20,1.929812450284945e-20,1.8748443164396547e-20,1.8219444375411943e-20
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9620782664472134e-22,1.44556509826535e-20,8.021954788593746e-20,1.9338311357520294e-19,2.765774848910315e-19,2.9244810248366147e-19,2.7513276196885985e-19,2.5731409825442796e-19,2.4100189817070356e-19,2.260401908782251e-19,2.122920020619215e-19,1.9963670613765224e-19,1.8796779243939956e-19,1.7719076945081697e-19,1.6722130106679393e-19,1.57986026052471e-19,1.4941867625090654e-19,1.4145991361476675e-19,1.340566198495985e-19,1.2716114816173338e-19,1.207306762657923e-19,1.1472664546977772e-19,1.0911420935369174e-19,1.0386159246222271e-19,9.894079025639592e-20,9.432608091835238e-20,8.999401788660351e-20,8.592327876765123e-20,8.209444394794912e-20,7.848980122110937e-20,7.509317303585195e-20,7.188974296526713e-20,6.886577554600544e-20,6.600904614313212e-20,6.330820432841137e-20,6.075275516099578e-20,5.833304089927292e-20,5.604016403264511e-20,5.386591830547913e-20,5.1802726810153614e-20,4.9843580053873324e-20,4.798189547473614e-20,4.621176418873831e-20,4.452766603363065e-20,4.292443456696895e-20,4.1397271494982855e-20,3.994171639636034e-20,3.855361926216415e-20,3.7229115560120983e-20,3.5964601936221204e-20,3.475666054515248e-20,3.360219647564896e-20,3.249831258983929e-20,3.144226756525422e-20,3.0431496581437603e-20,2.946359818944858e-20,2.8536322287412657e-20,2.7647559098230783e-20,2.6795328806260278e-20,2.597773966748791e-20,2.519306161417234e-20,2.4439678195669014e-20,2.3716043978597947e-20,2.3020704281402093e-20,2.2352289011086807e-20,2.1709506974333118e-20,2.1091140622253564e-20,2.049604119188253e-20
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.699969309667103e-24,5.370659267280327e-21,5.370975472849131e-20,1.5922323355772733e-19,2.555052034648382e-19,2.8217530582422703e-19,2.67768989554681e-19,2.511455468592955e-19,2.3587040315507e-19,2.218095354694685e-19,2.0884460343408384e-19,1.968706207477884e-19,1.857938844405235e-19,1.7553288534626224e-19,1.660139951759388e-19,1.5717128544891733e-19,1.4894573823985994e-19,1.4128441482134169e-19,1.3413973681255562e-19,1.2746886296588883e-19,1.2123307661253788e-19,1.1539707312782555e-19,1.099297376236073e-19,1.0480249146531674e-19,9.998928397814186e-20,9.5466424577879e-20,9.121233679423333e-20,8.720734119877186e-20,8.343346346601181e-20,7.987424156933608e-20,7.651441450387274e-20,7.334039989467359e-20,7.033958666803852e-20,6.750031425312772e-20,6.481185226261818e-20,6.226431497593938e-20,5.984858470233613e-20,5.755624299816494e-20,5.537950185504363e-20,5.331104761294465e-20,5.134431511237723e-20,4.9473171089334424e-20,4.7691875285820896e-20,4.59950964812768e-20,4.437787885370755e-20,4.2835611469721253e-20,4.1364000579311063e-20,3.995904261873126e-20,3.8616940136622824e-20,3.7334254482631903e-20,3.610776674567813e-20,3.4934431135860236e-20,3.3811397968644024e-20,3.2735999076014016e-20,3.170573444651847e-20,3.071825997877771e-20,2.977137596715389e-20,2.8862980559392847e-20,2.799115153623213e-20,2.71540929144905e-20,2.635008761584731e-20,2.5577519393237244e-20,2.4834865983061742e-20,2.412069278446094e-20,2.343364702039117e-20,2.277245233950052e-20
