6.724465354366187e-20,1.3062793196654468e-19,2.250861566460401e-19,3.568407449040124e-19,5.309528207857027e-19,6.900545687776968e-19,7.39678022448572e-19,6.87005568686928e-19,5.575703418300789e-19,4.384218859790488e-19,3.5080454688789936e-19,2.8506903393902516e-19,2.347878113772122e-19,1.9567369189370043e-19,1.647917325582055e-19,1.4008178291039432e-19,1.2007562844911897e-19,1.0370517908759554e-19,9.018064515672835e-20,7.890948736864283e-20,6.944173089391063e-20,6.143047287131413e-20,5.460562120491231e-20,4.8755455322546514e-20,4.371201709354056e-20,3.934091260550668e-20,3.55337590263424e-20,3.2202638981002766e-20,2.9275250938332185e-20,2.6692185094057472e-20,2.440427539527091e-20,2.237054399968766e-20,2.0556653793791754e-20,1.893371118166294e-20,1.747728217266013e-20,1.6166475368530225e-20,1.498353338949338e-20,1.391323986433231e-20,1.2942500274938737e-20,1.2060004707692225e-20,1.125597434803659e-20,1.0521874963897747e-20,9.850243647407803e-21,9.234575679165893e-21,8.669162321281692e-21,8.148979487509068e-21,7.669595257317283e-21,7.227102443104096e-21,6.818006599390005e-21,6.4392109442320955e-21,6.087961805239308e-21,5.761800370306576e-21,5.458526509674521e-21,5.1761705179945805e-21,4.912965430972995e-21,4.66730618266249e-21,4.437754334850052e-21,4.223011288235758e-21,4.021902049961124e-21,3.833361725967096e-21
0,0,0,0,5.799427858731343e-22,3.353400894450401e-20,1.4920749821964052e-19,3.4712571978858235e-19,5.9311112972973035e-19,7.200547018470474e-19,6.880563562983307e-19,5.70116760696821e-19,4.695580737896058e-19,3.9133275836577094e-19,3.2957114793393006e-19,2.801530955571681e-19,2.4014228197331813e-19,2.0740260684206769e-19,1.803545498572129e-19,1.5781307673172244e-19,1.388782714396288e-19,1.2285635418738148e-19,1.092071609708445e-19,9.750726647052898e-20,8.742076697893423e-20,7.867888471641446e-20,7.106486211972404e-20,6.440287101006357e-20,5.85483137292228e-20,5.338237510917794e-20,4.880672671897772e-20,4.473941593689764e-20,4.111177110239675e-20,3.786600718325557e-20,3.4953258024484554e-20,3.233174239108279e-20,2.996594685074701e-20,2.7825439798374125e-20,2.588403317648336e-20,2.4119108003181294e-20,2.2511107380262648e-20,2.1042963481461315e-20,1.9699751048848625e-20,1.846846112981116e-20,1.73376766752618e-20,1.6297349888228265e-20,1.5338617258908243e-20,1.4453664704135833e-20,1.363550359414064e-20,1.2877940596502497e-20,1.2175468572259598e-20,1.1523170080983093e-20,1.091664502760059e-20,1.0351954148638482e-20,9.825563647579127e-21,9.334263512496902e-21,8.875176974480325e-21,8.445706931991972e-21,8.043503487138456e-21,7.666436931396047e-21
0,0,0,0,0,0,0,7.1753913515313e-24,1.6363311646406476e-20,1.335274588215323e-19,3.719188193378722e-19,6.148820558169816e-19,6.732036478726082e-19,5.869734384007654e-19,4.9433712706715725e-19,4.202129866794792e-19,3.6019914516861654e-19,3.1109157902712e-19,2.7052110170693193e-19,2.3671023223437e-19,2.083091500754851e-19,1.8427722678901022e-19,1.6380424848448923e-19,1.4625510235767395e-19,1.3112595281865283e-19,1.1801364917828773e-19,1.065930679791504e-19,9.660047740700265e-20,8.781898957166237e-20,8.007038878531501e-20,7.320718824770455e-20,6.710646389878244e-20,6.166521233064855e-20,5.679675943061453e-20,5.2427808871560124e-20,4.84956912851103e-20,4.494713863428076e-20,4.173650532074468e-20,3.8824510815306264e-20,3.6177227989949375e-20,3.3765322660132224e-20,3.156319410123265e-20,2.9548455313747036e-20,2.770159364220971e-20,2.6005484191796916e-20,2.444505586444751e-20,2.3007013922442894e-20,2.1679637705624808e-20,2.0452444684850487e-20,1.9316145229717666e-20,1.8262478959213608e-20,1.728407000506416e-20,1.637431848627081e-20,1.5527315741834224e-20,1.4737761287081737e-20,1.4000840294977963e-20,1.3312237783195536e-20,1.2668058253840423e-20,1.2064776999787022e-20,1.1499199584872723e-20
0,0,0,0,0,0,0,0,0,0,8.788963882971403e-22,5.759432533713157e-20,2.6345643283118487e-19,5.379161923566919e-19,6.303983079735955e-19,5.602614569150486e-19,4.802462185816571e-19,4.147720961148693e-19,3.606803011164319e-19,3.156009542358202e-19,2.777343671176123e-19,2.45693090955862e-19,2.183968839944381e-19,1.9499896320594013e-19,1.7482757481169476e-19,1.5734520617022557e-19,1.421183767663885e-19,1.2879545831842214e-19,1.1708727859892617e-19,1.0675622624398456e-19,9.760566009255165e-20,8.947168798718376e-20,8.221697757213112e-20,7.572596800993533e-20,6.990093479345201e-20,6.465832212421044e-20,5.992710880830699e-20,5.564643649478384e-20,5.1763933250328044e-20,4.823436472289951e-20,4.501862023888802e-20,4.208256687111245e-20,3.9396356486946177e-20,3.693397325840186e-20,3.46725849103533e-20,3.259209745326496e-20,3.0674785282836985e-20,2.8905021480472323e-20,2.7268829902558445e-20,2.5753824873192032e-20,2.4348992993816713e-20,2.3044500168780317e-20,2.1831546910535068e-20,2.070225532114626e-20,1.964955837184706e-20,1.8667036551353527e-20,1.7748936781198513e-20,1.6890065273006327e-20,1.6085722606216488e-20,1.5331649703848463e-20
0,0,0,0,0,0,0,0,0,0,0,0,7.978294177817927e-23,4.0747553305173e-20,2.4354482079116854e-19,5.176721513129663e-19,5.880041258689362e-19,5.184441585779773e-19,4.508321484967331e-19,3.944852430957224e-19,3.4715392288250803e-19,3.071039469679212e-19,2.729850677495696e-19,2.4373884923754243e-19,2.185256331572883e-19,1.9667355587153388e-19,1.7764078864339218e-19,1.6098781389109345e-19,1.4635318094444325e-19,1.3343988760684278e-19,1.2200214236474745e-19,1.1183508830406081e-19,1.0276706692053647e-19,9.465363300751302e-20,8.737263586981716e-20,8.081963498206593e-20,7.490585744111684e-20,6.955523338390464e-20,6.470230054053734e-20,6.029051825699812e-20,5.62710001678319e-20,5.260108183905677e-20,4.924345461334092e-20,4.616560002047644e-20,4.3338978870442797e-20,4.0738474691821576e-20,3.834193137504658e-20,3.612981606161768e-20,3.4084659278339254e-20,3.2190979556273897e-20,3.0435010703816304e-20,2.880446059839237e-20,2.728833032527193e-20,2.5876772910166255e-20,2.456095492426713e-20,2.3332852302895993e-20,2.2185273988715405e-20,2.1111728008737094e-20,2.010634032475766e-20,1.9163787305794744e-20
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.816109603066917e-22,5.359073062724467e-20,2.8885840772104084e-19,5.29858223927755e-19,5.397804837712473e-19,4.733630991734756e-19,4.1656781768645007e-19,3.685097951049775e-19,3.275687999985891e-19,2.9247476067454124e-19,2.6222012805452324e-19,2.3599869846139374e-19,2.1316030377200266e-19,1.9317754427168601e-19,1.7561669674155008e-19,1.6012137299546128e-19,1.4639663517544309e-19,1.3419666495130197e-19,1.2331548046949143e-19,1.135797545095826e-19,1.0484291218025721e-19,9.697962993230815e-20,8.988338460095395e-20,8.346289605147595e-20,7.76396127448817e-20,7.234568864717342e-20,6.752246249823006e-20,6.311873905298826e-20,5.908974973779499e-20,5.539647397049304e-20,5.200466611154977e-20,4.888418761723251e-20,4.600845223400344e-20,4.3354021481977244e-20,4.089993284324604e-20,3.862760930829111e-20,3.652053211694045e-20,3.4563951320142894e-20,3.274466875534269e-20,3.105086853246949e-20,2.947195096671842e-20,2.799828757086296e-20,2.6621249425958305e-20,2.5333046480266743e-20,2.4126630173728588e-20,2.2995612408170912e-20
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8046525011172694e-21,1.0280343890374528e-19,3.824244565847171e-19,5.298784741343605e-19,4.859760518457466e-19,4.2991063564684785e-19,3.8214808099022627e-19,3.412066977390186e-19,3.0591105970250845e-19,2.7532063411900387e-19,2.4867692231407673e-19,2.2536464960688333e-19,2.0487782612359583e-19,1.8680068253142338e-19,1.7078913863580046e-19,1.5655641803080533e-19,1.4386221831263182e-19,1.3250433260238744e-19,1.2231176380438152e-19,1.1313830704857573e-19,1.0485969035606855e-19,9.736942456087283e-20,9.057586992231447e-20,8.439987594835895e-20,7.877300728135364e-20,7.363553856083427e-20,6.893524190517639e-20,6.46265951505153e-20,6.066964667316238e-20,5.702923626661649e-20,5.367434789464268e-20,5.057763777447061e-20,4.771465062833494e-20,4.506371415857441e-20,4.260555726091994e-20,4.032297236027696e-20,3.8200562225611e-20,3.622454221163348e-20,3.438254652157958e-20,3.266334237651409e-20,3.105686311314125e-20,2.9554020706831174e-20,2.8146592171449116e-20,2.682712502843799e-20
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.057036573644202e-20,2.14035488902993e-19,4.713014965828116e-19,4.905505843118469e-19,4.367229109733021e-19,3.899346606531382e-19,3.495984283004262e-19,3.146393630236285e-19,2.8419064443153103e-19,2.5754913004342304e-19,2.3413656922397893e-19,2.1347781633635722e-19,1.9517965285702238e-19,1.7891434764450679e-19,1.644072805436282e-19,1.514273673722027e-19,1.397791908218286e-19,1.2929566640453432e-19,1.1983477477473606e-19,1.1127481897549369e-19,1.0351107213181067e-19,9.645308021550845e-20,9.002263456849268e-20,8.415148041053974e-20,7.877993116036963e-20,7.385596360262234e-20,6.933392059478336e-20,6.517362067710595e-20,6.133961839191231e-20,5.780066497202946e-20,5.452881266467352e-20,5.14992941364653e-20,4.869008616349574e-20,4.6081523745049363e-20,4.3656010760949717e-20,4.1397793971244464e-20,3.929274161123751e-20,3.732801674111686e-20,3.549211507048575e-20,3.377465070767335e-20,3.2166226336245813e-20,3.0658325184063444e-20
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4332200631462478e-21,9.343818663208856e-20,3.7292388533742464e-19,4.83273026196849e-19,4.38658649638911e-19,3.9328223404732217e-19,3.539548853544092e-19,3.1970147028617067e-19,2.8973098572794186e-19,2.6339292617600605e-19,2.401527745318073e-19,2.1956817795023525e-19,2.0127045389427193e-19,1.849506672560864e-19,1.7034885890524421e-19,1.5724519331218252e-19,1.4545170807379902e-19,1.348086379251849e-19,1.251790793586933e-19,1.164452194323048e-19,1.085053015035379e-19,1.01271344410902e-19,9.46665646500167e-20,8.862381754822851e-20,8.308457936886444e-20,7.79974879158883e-20,7.331734088580776e-20,6.900426376073633e-20,6.502310310756288e-20,6.134241898330803e-20,5.793434927128514e-20,5.477411885238976e-20,5.18396055006968e-20,4.911101438621458e-20,4.657062383487248e-20,4.4202536258063647e-20,4.1992310685924156e-20,3.992700531819938e-20,3.7994936502023025e-20,3.6185532686432667e-20,3.4489212892502726e-20
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.699969309666013e-24,3.1880882838105826e-20,2.643205142896323e-19,4.597827597148261e-19,4.36962477142267e-19,3.932672012905102e-19,3.552094000398216e-19,3.219102168070953e-19,2.92646897113001e-19,2.6682555723933395e-19,2.4395471402657984e-19,2.2362473688197954e-19,2.0549237854362458e-19,1.8926880728773892e-19,1.7470977135503726e-19,1.616064321299943e-19,1.4978127987565233e-19,1.3908220577383463e-19,1.2937831188273888e-19,1.2055653986737035e-19,1.125191368598429e-19,1.0518079132718334e-19,9.84669011136124e-20,9.231244249129717e-20,8.666034867595783e-20,8.146039692983359e-20,7.66682840360432e-20,7.224495221398415e-20,6.815546961528863e-20,6.436887959235904e-20,6.085765535532751e-20,5.75972176534594e-20,5.456557312626452e-20,5.174303182609054e-20,4.911193048443242e-20,4.665622423219158e-20,4.436153387649234e-20,4.221487810911241e-20,4.020451124032602e-20,3.831978817121352e-20
